,Input,Output,Target
25,tôi đã mở biểu đồ chữ t viettel bắc giang vào sáng hôm nay tb 4g psc thực để theo dõi tình hình kinh doanh,"""LOẠI BIỂU ĐỒ"": ""biểu đồ chữ t viettel bắc giang"", ""ĐƠN VỊ"": ""biểu đồ chữ t viettel bắc giang"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""kh","""LOẠI BIỂU ĐỒ"": ""biểu đồ chữ t"", ""ĐƠN VỊ"": ""B240"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tb 4g psc thực"", ""TIÊU ĐỀ"": ""khác"""
26,"quý I, học viện viettel tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính mở chart thị phần","""LOẠI BIỂU ĐỒ"": ""biểu đồ kết nối thành công"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"",","""LOẠI BIỂU ĐỒ"": ""biểu đồ thị phần"", ""ĐƠN VỊ"": ""HVT"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""I"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ kết nối thành công đến tổng đài dịch vụ bưu chính"", ""TIÊU ĐỀ"": ""khác"""
27,viettel ndh tỷ lệ cde tích hợp đánh giá bmdl được mở trên bảng 2 chart vào hôm qua,"""LOẠI BIỂU ĐỒ"": ""biểu đồ cde tích hợp đánh giá bmdl được mở trên bảng 2 chart"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ cde tích hợp đánh giá bmdl được mở trên bảng 2 chart vào hôm qua"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ cde tích hợp đánh giá bmdl được mở trên bảng 2 chart vào hôm qua ""khác"", ""TIÊU ĐỀ"": ""tỷ lệ cde tích hợp đánh giá bmdl được mở trên bảng 2 chart"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""biểu đồ table 2"", ""ĐƠN VỊ"": ""N350"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm qua"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỉ lệ cde tích hợp đánh giá bmdl"", ""TIÊU ĐỀ"": ""tỷ lệ cde tích hợp đánh giá bmdl"""
28,chart block_info mới của hệ thống giúp tôi đánh giá hiệu quả làm việc của thuê bao trả sau ct natcom hôm qua,"""LOẠI BIỂU ĐỒ"": ""biểu đồ blockinfo mới"", ""ĐƠN VỊ"": ""biểu đồ blockinfo mới"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""biểu đồ block_info"", ""ĐƠN VỊ"": ""NAT"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm qua"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""thuê bao trả sau"", ""TIÊU ĐỀ"": ""dt bán thẻ cào nội mạng"""
29,"để tham khảo thống kê, hãy mở đát bọt chỉ huy viettel ct cp giao thông số vn vdtc doanh thu hợp nhất kd quý 1","""LOẠI BIỂU ĐỒ"": ""biểu đồ đát bọt chỉ huy viettel ct cp giao thông số vn vdtc doanh thu hợp nhất kd quý 1"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu hợp nhất"", ""TIÊU ĐỀ"": ""doanh thu hợp nhất kd quý 1"", ""TIÊU ĐỀ"": ""doanh thu hợp nhất kd quý 1"", ""TIÊU ĐỀ"": ""doanh thu hợp nhất kd quý 1"", ""TIÊU ĐỀ"": ""doanh thu hợp nhất kd quý 1"", ""TIÊU ĐỀ"": ""doanh thu hợp nhất kd quý 1"", ""TIÊU ĐỀ"": ""doanh thu hợp nhất kd quý 1""","""LOẠI BIỂU ĐỒ"": ""dashboard"", ""ĐƠN VỊ"": ""VDTC"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""1"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu hợp nhất kd"", ""TIÊU ĐỀ"": ""khác"""
30,hãy mở stacked column chart t036 vào hôm nay số lượng sự cố được xử lý đúng hạn 3h,"""LOẠI BIỂU ĐỒ"": ""biểu đồ stacked column chart t036"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột chồng"", ""ĐƠN VỊ"": ""T036"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""số lượng sự cố được xử lý đúng hạn 3h"", ""TIÊU ĐỀ"": ""tỷ lệ xử lý sự cố kênh truyền trong hạn 3 giờ"""
31,mở biểu đồ cảnh báo 2 để cập nhật số liệu tiến độ dự án của viettel hà nội thông tin vtid tháng này,"""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""kh","""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2"", ""ĐƠN VỊ"": ""H004"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ khách hàng trải nghiệm tồi dịch vụ"", ""TIÊU ĐỀ"": ""thông tin vtid"""
32,tc hãy mở area chart quý II tỷ lệ lift tg so với cg/ bau trung vị của nhóm dự án ds_cost_optimization,"""LOẠI BIỂU ĐỒ"": ""biểu đồ block"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ lift tg so với cg/ bau trung vị của nhóm dự án dscostization"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""tỷ lệ lift tg so với cg/ bau trung vị của nhóm dự án dscostization""","""LOẠI BIỂU ĐỒ"": ""biểu đồ miền"", ""ĐƠN VỊ"": ""TC"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""II"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ lift tg so với cg/ bau trung vị của nhóm dự án ds_cost_optimization"", ""TIÊU ĐỀ"": ""khác"""
33,sản phẩm caviệc mở đường dashed chart thường xuyên giúp quản lý ct an ninh mạng viettel tháng trở nên dễ dàng,"""LOẠI BIỂU ĐỒ"": ""biểu đồ mở đường dashed chart thường xuyên giúp quản lý ct an ninh mạng viettel"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""line_dashed chart"", ""ĐƠN VỊ"": ""ANM"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""sản phẩm ca"", ""TIÊU ĐỀ"": ""dtdv nhóm sme"""
34,mở column chart kxl kpi hệ thống thu phí tự động không đúng 8/2043 để kiểm tra dữ liệu,"""LOẠI BIỂU ĐỒ"": ""biểu đồ column chart kxl kpi hệ thống thu phí tự động không đúng 8/2043 để kiểm tra dữ liệu tự động"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột"", ""ĐƠN VỊ"": ""KXL"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""8"", ""QUÝ"": ""khác"", ""NĂM"": ""2043"", ""CHỈ TIÊU"": ""kpi hệ thống thu phí tự động không đúng"", ""TIÊU ĐỀ"": ""kpi hệ thống thu phí tự động không dừng"""
35,"tháng này, tổng quan chart mở ra để quản lý viettel hbh tigo","""LOẠI BIỂU ĐỒ"": ""biểu đồ mở ra"", ""ĐƠN VỊ"": ""biểu đồ mở ra để quản lý viettel hbh tigo"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""biểu đồ tổng quan"", ""ĐƠN VỊ"": ""H018"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tigo"", ""TIÊU ĐỀ"": ""khác"""
36,"để theo dõi công việc, tôi thường xem ranking chart lợi nhuận trước thuế thực hiện tháng của c026 thứ sáu","""LOẠI BIỂU ĐỒ"": ""biểu đồ ranking"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ ranking"", ""ĐƠN VỊ"": ""C026"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""6"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""lợi nhuận"", ""TIÊU ĐỀ"": ""lợi nhuận trước thuế thực hiện tháng"""
37,"đến hôm nay, hãy mở ghép cột chart ct truyền thông viettel y tế - sp pm tcdv để đánh giá tình hình","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột chart ct truyền thông viettel y tế - sp pm tcdv"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""kh","""LOẠI BIỂU ĐỒ"": ""biểu đồ ghép cột"", ""ĐƠN VỊ"": ""TH"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""y tế - sp pm tcdv"", ""TIÊU ĐỀ"": ""khác"""
