"SERVICE_ID","SERVICE_NAME","DESCRIPTION","TYPE_ID","CAL_RATE","ID","SERVICE_DISPLAY","UNIT_ID","UNIT_CODE","SERVICE_TYPE","THRESHOLD_TYPE","STATUS","FOMULAR_DESCRIPT","UPDATE_TIME","UPDATE_USER","ORDER_INDEX","TYPE_PARAM","SERVICE_TYPE_PARAM","IS_LEAF"
414,Công ty M3,,1,,1909,Công ty M3,2,,1,1,1,,,,,DTTD,2,
64,Doanh thu khác,,1,,1910,DT khác,2,,1,1,1,,,,,DTTD,2,0
1536,KD SPM (OEM),thuhuyen-20180614,1,,1916,KD SPM (OEM),2,,1,1,1,,,,,DTTD,2,0
1538,ĐT OEM cho  VTG,thuhuyen-20180614,1,,1918,ĐT OEM cho  VTG,2,,1,1,1,,,,,DTTD,2,1
1539,"DT SPM, khác",thuhuyen-20180614,1,,1919,"DT SPM, khác",2,,1,1,1,,,,,DTTD,2,1
1541,Kinh doanh XNK,thuhuyen-20180614,1,,1921,Kinh doanh XNK,2,,1,1,1,,,,,DTTD,2,0
10071,Telehealth,,,,5232,Telehealth,2,,1,1,1,,2021-11-25 09:08:40.000,"170635",,DTTD,2,0
8204, Thiết bị + Lắp đặt và sau bán,thunc,1,,4071, Thiết bị + Lắp đặt và sau bán,2,,1,1,1,,,,,DTTD,1,
4219,Thiết bị,thunc,1,,4750,Thiết bị,2,,1,1,1,,,,,DTTD,2,1
4218,Pocket wifi,thunc,1,,4794,Pocket wifi,2,,1,1,1,,,,,DTTD,2,1
190020,"Anten trạm BTS, Phụ kiện quang khác, tủ Rack, …",M3,1,,10020,"Anten trạm BTS, Phụ kiện quang khác, tủ Rack, …",2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
7200,"Xe tải từ >18 tấn, xe Container 40 feet",,,,200501,"Xe tải từ >18 tấn, xe Container 40 feet",84,,1,1,1,,,,,DTTD,2,1
7168,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",,,,200469,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",84,,1,1,1,,,,,DTTD,2,1
7264,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",,,,200565,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",84,,1,1,1,,,,,DTTD,2,1
190080,Cáp quang truyền thống,M3,1,,10084,Cáp quang truyền thống,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
190107,Sản phẩm M3 làm chủ thiết kế,M3,1,,10061,Sản phẩm M3 làm chủ thiết kế,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
8709,DTDV&SX Giải pháp CNTT,thunc,1,,4869,DTDV&SX Giải pháp CNTT,2,,1,1,1,,,,,DTTD,1,0
8555,DT Xây dựng cơ bản,thunc,1,,4428,DT Xây dựng cơ bản,2,,1,1,1,,,,,DTTD,2,1
190012,Sản phẩm khác,M3,1,,10012,Sản phẩm khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
8630, Khác,thunc,1,,4531, Khác,2,,1,1,1,,,,,DTTD,1,1
190081,Cáp quang mới,M3,1,,10085,Cáp quang mới,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
140001,DT Quỹ chuyên dùng từ BQP,,,,5050,DT Quỹ chuyên dùng từ BQP,2,,1,1,1,,,yengtn_is,,DTTD,2,1
190043,Cáp quang truyền thống,M3,1,,10043,Cáp quang truyền thống,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
130010,Public Cloud (DPC),,1,,7009,Public Cloud (DPC),2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,1,0
5115,"9029",,1,,11076,"9029",2,,1,1,1,,,,,DTTD,2,1
190010,"A1 + quả đạn, Ống phóng",M3,1,,10010,"A1 + quả đạn, Ống phóng",2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
3243,Sản phẩm khác,M3,1,,10125,Sản phẩm khác,58,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
130000,Public Cloud (DPC),,1,,7000,Public Cloud (DPC),2,,905,1,1,NULL,2021-11-17 09:51:54.000,"170635",,DTTD,2,1
8248,CSDL Ngành GD 6,thunc,1,,4183,CSDL Ngành GD 6,1,,1,1,1,,,,,DTTD,,
3291,Trong nước,,,,5011,.                             .Sản phẩm quân sự,2,,1,1,1,,,yengtn_is,,DTTD,2,1
7202,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200503,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
7295,"Xe tải từ 10 - 18 tấn, xe Container 20 feet",,,,200596,"Xe tải từ 10 - 18 tấn, xe Container 20 feet",84,,1,1,1,,,,,DTTD,2,1
160063,Chi phí chia sẻ doanh thu,,,,200162,Chi phí chia sẻ doanh thu,2,,1,1,1,,2021-06-21 14:42:48.000,"241173",,DTTD,2,1
3279,Các đơn vị phụ thuộc,,,,4995,Các đơn vị phụ thuộc,2,,1,1,1,,,yengtn_is,,DTTD,2,0
8735,DT khác,thunc,7,,4906,DT khác,2,,1,1,1,,,,,DTTD,2,1
7104,Doanh thu dịch vụ giá trị gia tăng,,,,200405,DT dịch vụ giá trị gia tăng,2,,1,1,1,,,,,DTTD,1,1
7250,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200551,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
210002,Trong viễn thông,,1,,5144,Trong viễn thông,2,,1,1,1,,,,,DTTD,1,0
8386,Dịch vụ GP CNTT Truyền thống,thunc,1,,4118,Dịch vụ GP CNTT Truyền thống,2,,1,1,1,,,,,DTTD,2,
5156,Máy VRU812/S ,,1,,11117,Máy VRU812/S ,2,,1,1,1,,,,,DTTD,2,
10125,KHÁCH HÀNG CHÍNH PHỦ,,,,5288,KHÁCH HÀNG CHÍNH PHỦ,2,,1,1,1,,,,,DTTD,1,0
7187,"Xe tải từ 10 - 18 tấn, xe Container 20 feet",,,,200488,"Xe tải từ 10 - 18 tấn, xe Container 20 feet",84,,1,1,1,,,,,DTTD,2,1
8921, Từ tiêu dùng di động thực (TDG TT+ CPS TS),thunc,1,,4288, Từ tiêu dùng di động thực (TDG TT+ CPS TS),2,,1,1,1,,,,,DTTD,1,0
5270,Tên lửa đối đất,,1,,200256,Tên lửa đối đất,2,,1,1,1,,,,,DTTD,2,
150001,Doanh thu bán thẻ cào nội mạng,,1,,6001,DT bán thẻ cào nội mạng,2,,1,1,1,,,,,DTTD,1,0
7210,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",,,,200511,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",84,,1,1,1,,,,,DTTD,2,1
190058,Phụ tùng đồng bộ + sản phẩm khác,M3,1,,10060,Phụ tùng đồng bộ + sản phẩm khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
5136,Sản phẩm S-Tracking,,1,,11097,Sản phẩm S-Tracking,2,,1,1,1,,,,,DTTD,2,
8532,Giá vốn hàng bán thương mại - Thương mại - Ủy thác,thunc,1,,4391,Giá vốn hàng bán thương mại - Thương mại - Ủy thác,2,,1,1,1,,,,,DTTD,2,1
130016,CDN,,1,,7015,CDN,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,1,0
8913, DT VT++,thunc,1,,4271, DT VT++,2,,1,1,1,,,,,DTTD,2,1
8609,"Kiểm soát chất lượng (Giám sát, Kiểm định, Đo kiểm sóng)",thunc,1,,4509,"Kiểm soát chất lượng (Giám sát, Kiểm định, Đo kiểm sóng)",2,,1,1,1,,,,,DTTD,2,0
8422,Giáo án điện tử 9,thunc,1,,4154,Giáo án điện tử 9,2,,1,1,1,,,,,DTTD,2,
3281.1,.Sản phẩm do M1 làm chủ đề tài,,,,4998,.Sản phẩm do M1 làm chủ đề tài,2,,1,1,1,,,yengtn_is,,DTTD,1,
8778,KH Đại trà (SME),,1,,200204,KH Đại trà (SME),2,,1,1,1,,,,,DTTD,2,0
8875, Cước phát sinh,thunc,1,,4028, Cước phát sinh,2,,1,1,1,,,,,DTTD,1,
8743,Thiết bị,,1,,200169,Thiết bị,2,,1,1,1,,,,,DTTD,2,1
7337,Số tài khoản mới có phát sinh giao dịch trong tháng,,,,200634,Số tài khoản mới có phát sinh giao dịch trong tháng,1,,1,1,1,,,,,DTTD,2,1
210011,Ngoài viễn thông,,1,,5154,Ngoài viễn thông,2,,1,1,1,,,,,DTTD,1,0
8536,Giá vốn hàng bán thương mại - Sàn Voso,thunc,1,,4395,Giá vốn hàng bán thương mại - Sàn Voso,2,,1,1,1,,,,,DTTD,2,1
7154,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200453,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
7136,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200435,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
3270,Dây và cáp,M3,1,,10152,Dây và cáp,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
3296,Với các đơn vị ngoài Tập đoàn,,,,5017,Sản phẩm quân sự ,2,,1,1,1,,,yengtn_is,,DTTD,2,0
8573,DT DAS,thunc,1,,4447,DT DAS,2,,1,1,1,,,,,DTTD,2,1
5155,Máy VRS631/S,,1,,11116,Máy VRS631/S,2,,1,1,1,,,,,DTTD,2,
8570,DT Macro,thunc,1,,4444,DT Macro,2,,1,1,1,,,,,DTTD,2,
1558,Clinke nội địa,,1,,4011,Clinke nội địa,2,,1,1,1,,,,,DTTD,2,1
8900, Trung kế,thunc,1,,4282, Trung kế,2,,1,1,1,,,,,DTTD,2,0
8539,B2B,thunc,1,,4396,B2B,2,,1,1,1,,,,,DTTD,2,1
7016,Mức giá dịch vụ,,,,200317,Mức giá dịch vụ,23,,1,1,1,,,,,DTTD,5,1
7284,"Xe tải từ >18 tấn, xe Container 40 feet",,,,200585,"Xe tải từ >18 tấn, xe Container 40 feet",84,,1,1,1,,,,,DTTD,2,1
150009,Dịch vụ khác,,1,,6009,Dịch vụ khác,2,,1,1,1,,,,,DTTD,1,0
7005,Trạm Cà Ná,,,,200306,Trạm Cà Ná,2,,1,1,1,,,,,DTTD,2,0
8624, DT Xi măng,thunc,1,,4525, DT Xi măng,2,,1,1,1,,,,,DTTD,1,0
8139, Phí dịch vụ,thunc,1,,4040, Phí dịch vụ,2,,1,1,1,,,,,DTTD,1,
180000,"Các sản phẩm nguồn, máy phát điện",,,,4985,"Các sản phẩm nguồn, máy phát điện",2,,1,1,1,,,yengtn_is,,DTTD,2,1
5141,Doanh thu NSNN,,1,,11102,DT NSNN,2,,1,1,1,,,,,DTTD,2,
5274,Thiết bị bay không người lái,,1,,200260,Thiết bị bay không người lái,2,,1,1,1,,,,,DTTD,2,
14002,chir tieeu 123211,,,,3186,chir tieeu 123211,5,,906,1,1,,2020-09-11 08:51:56.000,slgb_admin_bi,,DTTD,,
180004,"Các sản phẩm nguồn, máy phát điện",,,,4989,"Các sản phẩm nguồn, máy phát điện",2,,1,1,1,,,yengtn_is,,DTTD,2,0
8608,"Tư vấn thiết kế, GP kiên cố HTVT (KSTK, GP Kiên cố, TT Nước ngoài)",thunc,1,,4508,"Tư vấn thiết kế, GP kiên cố HTVT (KSTK, GP Kiên cố, TT Nước ngoài)",2,,1,1,1,,,,,DTTD,2,0
130060,Khác,,1,,7059,Khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
10134,Doanh thu khác,,,,5297,DT khác,2,,1,1,1,,,,,DTTD,1,0
8649, Sản lượng Clinke,thunc,1,,4549, Sản lượng Clinke,50,,1,1,1,,,,,DTTD,1,0
3241,Cơ khí,M3,1,,10123,Cơ khí,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
10107,Phí dịch vụ,,,,5269,Phí dịch vụ,2,,1,1,1,,,,,DTTD,2,1
1000142,Chỉ tiêu 1000142,,,,4481,Chỉ tiêu 1000142,8,,905,1,1,,2021-04-19 01:46:08.000,"241173",,DTTD,,
8533,Thương mại và Dịch vụ,thunc,1,,4392,Thương mại và Dịch vụ,2,,1,1,1,,,,,DTTD,2,0
8917,Sản phẩm dịch vụ mới khác,thunc,1,,4285,Sản phẩm dịch vụ mới khác,2,,1,1,1,,,,,DTTD,1,0
119222,Thai test chi tieu,des1,,,3862,Thai test chi tieu,1,,906,1,1,,2021-03-14 14:16:49.000,slgb_admin_bi,,DTTD,,
7246,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",,,,200547,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",84,,1,1,1,,,,,DTTD,2,1
7285,Trạm hầm Cù Mông,,,,200586,Trạm hầm Cù Mông,84,,1,1,1,,,,,DTTD,2,0
5090,VRS651,,1,,11059,VRS651,2,,1,1,1,,,,,DTTD,2,
1004180,Thiết bị + Lắp đặt và sau bán,thunc,1,,4782,Thiết bị + Lắp đặt và sau bán,2,,1,1,1,,,,,DTTD,2,0
8138, Thiết bị + Lắp đặt và sau bán,thunc,1,,4039, Thiết bị + Lắp đặt và sau bán,2,,1,1,1,,,,,DTTD,1,
5014,Dòng sản phẩm UAV,,1,,11002,Dòng sản phẩm UAV,2,,1,1,1,,,,,DTTD,2,
8408,DA CNTT khác,thunc,1,,4140,DA CNTT khác,2,,1,1,1,,,,,DTTD,2,
180002,"Các sản phẩm nguồn, máy phát điện",,,,4987,"Các sản phẩm nguồn, máy phát điện",2,,1,1,1,,,yengtn_is,,DTTD,2,1
11481,Chưa rõ tên chỉ tiêu,,1,,5410,SMS TDGTT VTG,2,,1,1,1,,,,,DTTD,1,0
10001,"TỔNG DOANH THU (trừ Hubbing, không bao gồm SME)",,,,5183,"TỔNG DT (trừ Hubbing, không bao gồm SME)",2,,1,1,1,,,,,DTTD,2,0
150017,Giá vốn thẻ cào,,1,,6017,Giá vốn thẻ cào,2,,1,1,1,,,,,DTTD,2,1
5245,Tàu ngầm,,1,,200231,Tàu ngầm,2,,1,1,1,,,,,DTTD,2,
150023,Chi phí khác,,1,,6023,Chi phí khác,2,,1,1,1,,,,,DTTD,2,1
5094,Tổng đài,,1,,11060,Tổng đài,2,,1,1,1,,,,,DTTD,2,
10139,Phần mềm quản lý nhà thuốc Viettel-PMS,,,,5302,Phần mềm quản lý nhà thuốc Viettel-PMS,2,,1,1,1,,,,,DTTD,1,0
111222,Tuyên quang,,,,3822,Tuyên quang,2,,906,1,1,,2021-01-15 08:12:35.000,"241173",,DTTD,,
4214,Esim,thunc,1,,4779,Esim,2,,1,1,1,,,,,DTTD,2,1
5243,Tổ hợp máy bay không người lái (quart copter),,1,,200229,Tổ hợp máy bay không người lái (quart copter),2,,1,1,1,,,,,DTTD,2,
5284,Chi phí với các đơn vị bên ngoài,,1,,200270,Chi phí với các đơn vị bên ngoài,2,,1,1,1,,,,,DTTD,2,
7131,"Xe từ 12 - 30 chỗ, xe tải từ 2- 4 tấn",,,,200430,"Xe từ 12 - 30 chỗ, xe tải từ 2- 4 tấn",2,,1,1,1,,,,,DTTD,2,1
5277,Tổ hợp phương tiện bay không người lái tầm xa SM-15H,,1,,200263,Tổ hợp phương tiện bay không người lái tầm xa SM-15H,2,,1,1,1,,,,,DTTD,2,
10058,Khác,,,,5219,Khác,2,,1,1,1,,,,,DTTD,2,1
8505,Dịch vụ OS,thunc,1,,4365,Dịch vụ OS,2,,1,1,1,,,,,DTTD,2,0
130062,Dự án,,1,,7061,Dự án,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
10180,Chi phí dịch vụ CNTT số,,,,5341,Chi phí dịch vụ CNTT số,2,,1,1,1,,,,,DTTD,2,0
10101,Giải pháp Công nghệ 40,,,,5263,Giải pháp Công nghệ 40,2,,1,1,1,,,,,DTTD,2,0
7094,Mức giá dịch vụ,,,,200395,Mức giá dịch vụ,23,,1,1,1,,,,,DTTD,5,1
8542,NỘI TỈNH,thunc,1,,4398,NỘI TỈNH,2,,1,1,1,,,,,DTTD,2,1
10188,CP thuê kênh,,,,5349,CP thuê kênh,2,,1,1,1,,,,,DTTD,2,1
8569,DT Smallcell,thunc,1,,4443,DT Smallcell,2,,1,1,1,,,,,DTTD,2,
7031,Mức giá dịch vụ,,,,200332,Mức giá dịch vụ,23,,1,1,1,,,,,DTTD,5,1
160045,SẢN PHẨM REPUTA,,,,200145,SẢN PHẨM REPUTA,2,,1,1,1,,2021-06-21 14:42:48.000,"241173",,DTTD,2,0
4205,Phí dịch vụ,,,,5244,Phí dịch vụ,2,,1,1,1,,,,,DTTD,1,
5111,Phát hành,,1,,11072,Phát hành,2,,1,1,1,,,,,DTTD,2,1
8926, Từ CPS cố định,thunc,1,,4293, Từ CPS cố định,2,,1,1,1,,,,,DTTD,1,0
10074,Khác,,,,5235,Khác,2,,1,1,1,,,,,DTTD,2,1
11441,Chưa rõ tên chỉ tiêu,,1,,5408,SMS DTDV VTG,2,,1,1,1,,,,,DTTD,1,0
7142,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200441,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
7002,Trạm Nam Cầu Giẽ,,,,200303,Trạm Nam Cầu Giẽ,2,,1,1,1,,,,,DTTD,2,0
140004,ISP and Telecom Security Solutions,,,,5063,ISP and Telecom Security Solutions,2,,1,1,1,,,yengtn_is,,DTTD,1,0
8318,Dịch vụ GP CNTT số,thunc,1,,4078,Dịch vụ GP CNTT số,2,,1,1,1,,,,,DTTD,1,
130051,Khác,,1,,7050,Khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
3277,Sản phẩm khác,M3,1,,10159,Sản phẩm khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
7316,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200623,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
8197, Phí dịch vụ,thunc,1,,4064, Phí dịch vụ,2,,1,1,1,,,,,DTTD,1,
10131,Dịch vụ Năng lượng,,,,5294,Dịch vụ Năng lượng,2,,1,1,1,,,,,DTTD,1,0
8654, Xi măng bao PCB40,thunc,1,,4554, Xi măng bao PCB40,50,,1,1,1,,,,,DTTD,1,1
5045, Sản phẩm tem điện tử,thunc,1,,4769, Sản phẩm tem điện tử,2,,1,1,1,,,,,DTTD,1,0
8663,Xi măng xuất khẩu,thunc,1,,4563,Xi măng xuất khẩu,50,,1,1,1,,,,,DTTD,1,1
8415,Quản lý học phí,thunc,1,,4147,Quản lý học phí,2,,1,1,1,,,,,DTTD,2,
8902,Cước phát sinh,thunc,1,,4263,Cước phát sinh,2,,1,1,1,,,,,DTTD,2,1
3211589,Tổng doanh thu(Cộng ngang),,1,,200226,Tổng doanh thu(Cộng ngang),2,,1,1,1,,,,,DTTD,2,0
7343,"Xe tải từ 10 - 18 tấn, xe Container 20 feet",,,,200608,"Xe tải từ 10 - 18 tấn, xe Container 20 feet",84,,1,1,1,,,,,DTTD,2,1
7248,"Xe tải từ >18 tấn, xe Container 40 feet",,,,200549,"Xe tải từ >18 tấn, xe Container 40 feet",84,,1,1,1,,,,,DTTD,2,1
130064,Khác,,1,,7063,Khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
130045,Khác,,1,,7044,Khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
130056,Giá vốn vật tư/thiết bị/phần mềm bán cho KH theo kiểu thương mại,,1,,7055,Giá vốn vật tư/thiết bị/phần mềm bán cho KH theo kiểu thương mại,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
5269,Tên lửa phòng không,,1,,200255,Tên lửa phòng không,2,,1,1,1,,,,,DTTD,2,
7106,Chưa rõ tn tên chỉ tiêu,,1,,5407,DTDV VÀ SẢN XUẤT,2,,1,1,1,,,,,DTTD,1,
8912, Data Sponsor,thunc,1,,4261, Data Sponsor,2,,1,1,1,,,,,DTTD,2,1
5134,Sản phẩm IoT,,1,,11095,Sản phẩm IoT,2,,1,1,1,,,,,DTTD,2,
5294,Vệ tinh,,1,,200280,Vệ tinh,2,,1,1,1,,,,,DTTD,2,
7325,Tổng số tài khoản có sử dụng trong 6T gần nhất,,,,200632,Tổng số tài khoản có sử dụng trong 6T gần nhất,83,,1,1,1,,,,,DTTD,3,1
190103,Sản phẩm khác,M3,1,,10107,Sản phẩm khác,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
8557,"DT Hạ tầng, Viễn thông ",thunc,1,,4430,"DT Hạ tầng, Viễn thông ",2,,1,1,1,,,,,DTTD,2,1
8391,DT khác,thunc,1,,4123,DT khác,2,,1,1,1,,,,,DTTD,2,
8719,Chi phí kết nối cố định phải trả ngoại mạng trong nước,thunc,1,,4879,Chi phí kết nối cố định phải trả ngoại mạng trong nước,2,,1,1,1,,,,,CHI_PHI,2,
8449, CP khác,thunc,1,,4174, CP khác,2,,1,1,1,,,,,DTTD,2,
10175,DOANH THU DỊCH VỤ VÀ SẢN XUẤT(Không bao gồm SME),,,,5337,DTDV VÀ SẢN XUẤT (Không bao gồm SME),2,,1,1,1,,,,,DTTD,1,0
5273, Tầm xa,,1,,200259, Tầm xa,2,,1,1,1,,,,,DTTD,2,
180012,Sản phẩm do M1 làm chủ đề tài,,,,5081,Sản phẩm do M1 làm chủ đề tài,2,,1,1,1,,,yengtn_is,,DTTD,2,1
160052,Chi phí chia sẻ doanh thu,,,,200152,Chi phí chia sẻ doanh thu,2,,1,1,1,,2021-06-21 14:42:48.000,"241173",,DTTD,2,1
3233,SP quang điện tử,M3,1,,10115,SP quang điện tử,59,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,1
7082,Mức giá dịch vụ,,,,200380,Mức giá dịch vụ,23,,1,1,1,,,,,DTTD,5,1
150028,Giá vốn thẻ cào,,1,,6028,Giá vốn thẻ cào,2,,1,1,1,,,,,DTTD,2,1
120027,Kinh doanh khác,,1,,9027,Kinh doanh khác,2,,1,1,1,,,,,DTTD,2,0
190047,Xuất khẩu,M3,1,,10047,Xuất khẩu,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,0
7225,Trạm Xuân Mai – Hoà Bình QL6 Km 42+730,,,,200526,Trạm Xuân Mai – Hoà Bình QL6 Km 42+730,84,,1,1,1,,,,,DTTD,2,0
5219,UAV,,1,,11180,UAV,2,,1,1,1,,,,,DTTD,2,
5253,Tàu ngầm,,1,,200239,Tàu ngầm,2,,1,1,1,,,,,DTTD,2,
7234,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",,,,200535,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",84,,1,1,1,,,,,DTTD,2,1
8444,DT dịch vụ CNTT truyền thống,thunc,1,,4169,DT dịch vụ CNTT truyền thống,2,,1,1,1,,,,,DTTD,2,
10097,Giải pháp xác định vị trí dựa trên công nghệ IoT,,,,5259,Giải pháp xác định vị trí dựa trên công nghệ IoT,2,,1,1,1,,,,,DTTD,2,0
140000,DT Quỹ chuyên dùng từ BQP,,,,5049,DT Quỹ chuyên dùng từ BQP,2,,1,1,1,,,yengtn_is,,DTTD,2,1
7312,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",,,,200619,"Xe trên 31 chỗ, xe tải từ 4 - 10 tấn",84,,1,1,1,,,,,DTTD,2,1
8744,Dịch vụ,,1,,200170,Dịch vụ,2,,1,1,1,,,,,DTTD,2,1
1121,chi tieu tam cha,zzzz,,,4241,chi tieu tam cha,1,,905,1,1,,2021-04-14 08:25:47.000,"241173",,DTTD,,
5288,Tàu ngầm,,1,,200274,Tàu ngầm,2,,1,1,1,,,,,DTTD,2,
10140,Portal Y tế,,,,5303,Portal Y tế,2,,1,1,1,,,,,DTTD,1,0
4221,Cước phát sinh,thunc,1,,200984,Cước phát sinh,2,,1,1,1,,,,,DTTD,2,1
7159,Trạm cầu Rạch Miễu,,,,200458,Trạm cầu Rạch Miễu,84,,1,1,1,,,,,DTTD,2,0
7096,Số lượng,,,,200397,Số lượng,58,,1,1,1,,,,,DTTD,2,1
7166,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",,,,200467,"Xe <12 chỗ, xe tải < 2 tấn, xe bus",84,,1,1,1,,,,,DTTD,2,1
5202,vMSC,,1,,11163,vMSC,2,,1,1,1,,,,,DTTD,2,
3228,Cơ khí,M3,1,,10110,Cơ khí,2,,1,1,1,NULL,2021-06-21 14:42:48.000,NULL,,DTTD,2,
7078,Doanh thu thu phí tại trạm,,,,200376,DT thu phí tại trạm,2,,1,1,1,,,,,DTTD,2,1
150036,Dịch vụ SMS,,1,,6036,Dịch vụ SMS,2,,1,1,1,,,,,DTTD,2,0
3958,Bán phần mềm,,1,,2209,Bán phần mềm,2,,1,1,1,,,,,DTTD,,
3959,Cước phát sinh,,1,,2210,Cước phát sinh,2,,1,1,1,,,,,DTTD,2,
3966,Sản phẩm dịch vụ ICT,,1,,2213,Sản phẩm dịch vụ ICT,2,,1,1,1,,,,,DTTD,1,0
3967,Sản phẩm dịch vụ mới,,1,,2214,Sản phẩm dịch vụ mới,2,,1,1,1,,,,,DTTD,1,0
1055,DT từ việc thu hộ qua bankplus,,1,,2217,DT từ việc thu hộ qua bankplus,2,,1,1,1,,,,,DTTD,1,0
1074,Quảng cáo trên SMS,,1,,2219,Quảng cáo trên SMS,2,,1,1,1,,,,,DTTD,1,0
1075,Dịch vụ khác,,1,,2220,Dịch vụ khác,2,,1,1,1,,,,,DTTD,1,0
1077,Doanh thu khác  ,,1,,2222,DT khác  ,2,,1,1,1,,,,,DTTD,1,0
1078,TÀI KHOẢN,,5,,2223,TÀI KHOẢN,1,,1,1,1,,,,,DTTD,,
1081,Tài khoản phát triển mới,,2,,2226,Tài khoản phát triển mới,1,,1,1,1,,,,,DTTD,2,1
1082,Tài khoản PSGD luỹ kế,,2,,2227,Tài khoản PSGD luỹ kế,1,,1,1,1,,,,,DTTD,2,1
1084,Tài khoản 3 tháng không PSGD,,2,,2229,Tài khoản 3 tháng không PSGD,1,,1,1,1,,,,,DTTD,2,1
1085,Tài khoản huỷ DV,,2,,2230,Tài khoản huỷ DV,1,,1,1,1,,,,,DTTD,2,1
1089,THUÊ BAO VTPAY PSGD TĂNG THÊM,,2,,2234,THUÊ BAO VTPAY PSGD TĂNG THÊM,1,,1,1,1,,,,,DTTD,6,1
1091,Thuê bao huỷ DV,,2,,2236,Thuê bao huỷ DV,1,,1,1,1,,,,,DTTD,2,1
1092,SẢN LƯỢNG,,5,,2237,SẢN LƯỢNG,2,,1,1,1,,,,,DTTD,,
1095,Dòng tiền ,,2,,2240,Dòng tiền ,2,,1,1,1,,,,,DTTD,2,1
1097,Số lượng giao dịch thực qua hệ thống ViettelPay,,7,,2242,Số lượng giao dịch thực qua hệ thống ViettelPay,44,,1,1,1,,,,,DTTD,2,1
1098,Số lượng giao dịch miễn phí,,7,,2243,Số lượng giao dịch miễn phí,44,,1,1,1,,,,,DTTD,2,1
1100,Số lượng giao dịch chuyển tiền,,7,,2245,Số lượng giao dịch chuyển tiền,44,,1,1,1,,,,,DTTD,1,1
1103,Số lượt cài đặt ứng dụng ,,7,,2248,Số lượt cài đặt ứng dụng ,44,,1,1,1,,,,,DTTD,2,1
