"SERVICE_ID","SERVICE_NAME"
206,Thuê bao thực tăng thêm
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
19,TỔNG DOANH THU (chi tiết)
1316,MOU
200100,Lợi nhuận
200100,Lợi nhuận
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1314,RPM thoại
1318,APRU
1315,RPD data
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
200100,Lợi nhuận
200100,Lợi nhuận
200118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
4,TD THỰC DV DI ĐỘNG (TS+TT)
4,TD THỰC DV DI ĐỘNG (TS+TT)
9,Thuê bao 4G tăng giảm
9,Thuê bao 4G tăng giảm
200118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
21000100,Lợi nhuận
21000100,Lợi nhuận
1314,RPM thoại
1314,RPM thoại
1316,MOU
1317,DOU
1317,DOU
418,TRUYỀN HÌNH
12,Doanh thu Viettel High Tech
19,TỔNG DOANH THU (chi tiết)
400,VIETTEL NETWORK
875,DOANH THU
933,TỔNG DOANH THU
938,TỔNG DOANH THU
1019,TỔNG DOANH THU TỔNG CÔNG TY DV SỐ 
1733,Doanh thu XNK TBVT+khác
3003,DOANH THU
3015,Doanh thu
3020,DOANH THU
200118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
200102,Dòng tiền ròng
200102,Dòng tiền ròng
200121,Dòng tiền ròng
200121,Dòng tiền ròng
7,Thuê bao 3K3D/15D3D di động (TT+TS)
200102,Dòng tiền ròng
200121,Dòng tiền ròng
200121,Dòng tiền ròng
200121,Dòng tiền ròng
7,Thuê bao 3K3D/15D3D di động (TT+TS)
7,Thuê bao 3K3D/15D3D di động (TT+TS)
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
9,Thuê bao 4G tăng giảm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
2,Doanh thu dịch vụ
2,Doanh thu dịch vụ
2,Doanh thu dịch vụ
2,Doanh thu dịch vụ
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
200100,Lợi nhuận
12,Doanh thu Viettel High Tech
19,TỔNG DOANH THU (chi tiết)
400,VIETTEL NETWORK
418,TRUYỀN HÌNH
2100019,Tổng doanh thu VND
875,DOANH THU
933,TỔNG DOANH THU
938,TỔNG DOANH THU
1019,TỔNG DOANH THU TỔNG CÔNG TY DV SỐ 
1733,Doanh thu XNK TBVT+khác
3003,DOANH THU
3015,Doanh thu
3020,DOANH THU
3039,DOANH THU
3050,TỔNG DOANH THU
3060,DOANH THU
3078,DOANH THU
3092,DOANH THU
3112,TỔNG DOANH THU
12,Doanh thu Viettel High Tech
19,TỔNG DOANH THU (chi tiết)
400,VIETTEL NETWORK
418,TRUYỀN HÌNH
2100019,Tổng doanh thu VND
875,DOANH THU
933,TỔNG DOANH THU
938,TỔNG DOANH THU
1019,TỔNG DOANH THU TỔNG CÔNG TY DV SỐ 
1733,Doanh thu XNK TBVT+khác
3003,DOANH THU
3015,Doanh thu
3020,DOANH THU
3039,DOANH THU
3050,TỔNG DOANH THU
3060,DOANH THU
3078,DOANH THU
3092,DOANH THU
3112,TỔNG DOANH THU
12,Doanh thu Viettel High Tech
19,TỔNG DOANH THU (chi tiết)
400,VIETTEL NETWORK
418,TRUYỀN HÌNH
2100019,Tổng doanh thu VND
875,DOANH THU
933,TỔNG DOANH THU
938,TỔNG DOANH THU
1019,TỔNG DOANH THU TỔNG CÔNG TY DV SỐ 
1733,Doanh thu XNK TBVT+khác
1316,MOU
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
205,Tổng TB thực lũy kế
206,Thuê bao thực tăng thêm
200121,Dòng tiền ròng
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1316,MOU
1318,APRU
1318,APRU
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1317,DOU
1317,DOU
1318,APRU
1317,DOU
1317,DOU
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
21000100,Lợi nhuận
21000100,Lợi nhuận
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1317,DOU
1315,RPD data
1318,APRU
1315,RPD data
1315,RPD data
1315,RPD data
21200121,Dòng tiền ròng
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1315,RPD data
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
276,FTTx - TB thực tăng/giảm
970,"4G Lũy kế"
971,"3G Tăng giảm"
178,"3G Lũy kế"
179,"3G Tăng/giảm"
177,"2G Tăng/giảm"
176,"2G Lũy kế"
174,Di động Lũy kế
175,Thuê bao Register tăng thêm
174,Di động Lũy kế
175,Thuê bao Register tăng thêm
205,Tổng TB thực lũy kế
206,Thuê bao thực tăng thêm
200100,Lợi nhuận
19,TỔNG DOANH THU (chi tiết)
1315,RPD data
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1317,DOU
1317,DOU
21000100,Lợi nhuận
21000100,Lợi nhuận
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
1143,TỔNG DOANH THU (trừ TBĐC và hubbing)
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
200121,Dòng tiền ròng
200121,Dòng tiền ròng
806,Thuê bao 4G (LK toàn mạng)
807,Thuê bao 4G tăng thêm
3252,GIÁ TRỊ SẢN LƯỢNG
3252,GIÁ TRỊ SẢN LƯỢNG
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
807,Thuê bao 4G tăng thêm
806,Thuê bao 4G (LK toàn mạng)
1316,MOU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
7346,Dán thẻ epass (lũy kế)
7322,Tài khoản đăng ký lũy kế
175,Thuê bao Register tăng thêm
1314,RPM thoại
1314,RPM thoại
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
7350,Thẻ epass (thẻ mới)
7350,Thẻ epass (thẻ mới)
7350,Thẻ epass (thẻ mới)
7350,Thẻ epass (thẻ mới)
7350,Thẻ epass (thẻ mới)
7401,Tỷ lệ giao dịch ETC qua trạm
7346,Dán thẻ epass (lũy kế)
7350,Thẻ epass (thẻ mới)
1200572,Tỷ lệ thẻ phát sinh giao dịch lũy kế từ khi khai trương dịch vụ
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1317,DOU
1317,DOU
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
1314,RPM thoại
275,FTTx - TB thực lũy kế
276,FTTx - TB thực tăng/giảm
200122,Dòng tiền thu về
200122,Dòng tiền thu về
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1315,RPD data
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
114,Doanh thu kinh doanh quốc tế
114,Doanh thu kinh doanh quốc tế
200100,Lợi nhuận
200100,Lợi nhuận
147,Doanh thu di động
157,Doanh thu cố định
161,Doanh thu giải pháp CNTT
162,Doanh thu kinh doanh quốc tế
163,Doanh thu thương mại điện tử
164,Doanh thu khác
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
1315,RPD data
1317,DOU
1317,DOU
1317,DOU
1317,DOU
1317,DOU
1317,DOU
1317,DOU
1317,DOU
1317,DOU
1317,DOU
806,Thuê bao 4G (LK toàn mạng)
807,Thuê bao 4G tăng thêm
1100065,TB3G lũy kế
1100032,"2G lũy kế"
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
200100,Lợi nhuận
206,Thuê bao thực tăng thêm
205,Tổng TB thực lũy kế
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
205,Tổng TB thực lũy kế
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1144,DOANH THU DỊCH VỤ (trừ hubbing)
275,FTTx - TB thực lũy kế
276,FTTx - TB thực tăng/giảm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
200118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
20212743,Viettel 2743
20212744,Vinaphone 2744
20212745,Mobifone 2745
20212746,VietnamMobile 2746
20212747,Gtel đạt 2747
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
111,Doanh thu giải pháp CNTT
114,Doanh thu kinh doanh quốc tế
114,Doanh thu kinh doanh quốc tế
200100,Lợi nhuận
200100,Lợi nhuận
114,Doanh thu kinh doanh quốc tế
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
147,Doanh thu di động
157,Doanh thu cố định
4224,Doanh thu dịch vụ mới
5066,Doanh thu dịch vụ SME
164,Doanh thu khác
20,Doanh thu di động
69,Doanh thu cố định
111,Doanh thu giải pháp CNTT
114,Doanh thu kinh doanh quốc tế
132,Doanh thu thương mại điện tử
136,Doanh thu khác
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
970,"4G Lũy kế"
971,"3G Tăng giảm"
176,"2G Lũy kế"
177,"2G Tăng/giảm"
200100,Lợi nhuận
200100,Lợi nhuận
200121,Dòng tiền ròng
200121,Dòng tiền ròng
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1316,MOU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
3003,DOANH THU
3015,Doanh thu
3020,DOANH THU
3039,DOANH THU
3050,TỔNG DOANH THU
3060,DOANH THU
3078,DOANH THU
3092,DOANH THU
3112,TỔNG DOANH THU
12,Doanh thu Viettel High Tech
19,TỔNG DOANH THU (chi tiết)
400,VIETTEL NETWORK
418,TRUYỀN HÌNH
276,FTTx - TB thực tăng/giảm
174,Di động Lũy kế
205,Tổng TB thực lũy kế
175,Thuê bao Register tăng thêm
174,Di động Lũy kế
806,Thuê bao 4G (LK toàn mạng)
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
275,FTTx - TB thực lũy kế
276,FTTx - TB thực tăng/giảm
806,Thuê bao 4G (LK toàn mạng)
807,Thuê bao 4G tăng thêm
175,Thuê bao Register tăng thêm
174,Di động Lũy kế
20,Doanh thu di động
69,Doanh thu cố định
111,Doanh thu giải pháp CNTT
114,Doanh thu kinh doanh quốc tế
132,Doanh thu thương mại điện tử
136,Doanh thu khác
7001,Doanh thu dịch vụ thu phí
1486,Thoại
1487,SMS
1488,Data
1479,VAS
1475,Cước Thuê bao trả sau
21000118,Tổng doanh thu Tài chính
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200120,Tổng doanh thu Tập đoàn (Hợp nhất Tài chính)
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
200118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
1314,RPM thoại
1314,RPM thoại
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
967,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
206,Thuê bao thực tăng thêm
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
1317,DOU
1317,DOU
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
1316,MOU
1316,MOU
1316,MOU
1316,MOU
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
143,DOANH THU DỊCH VỤ (chi tiết)
21000100,Lợi nhuận
21000100,Lợi nhuận
21000100,Lợi nhuận
21000100,Lợi nhuận
807,Thuê bao 4G tăng thêm
806,Thuê bao 4G (LK toàn mạng)
1100065,TB3G lũy kế
1100031,TB2G lũy kế
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
21000118,Tổng doanh thu Tài chính
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
19,TỔNG DOANH THU (chi tiết)
807,Thuê bao 4G tăng thêm
806,Thuê bao 4G (LK toàn mạng)
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
147,Doanh thu di động
157,Doanh thu cố định
161,Doanh thu giải pháp CNTT
162,Doanh thu kinh doanh quốc tế
163,Doanh thu thương mại điện tử
164,Doanh thu khác
806,Thuê bao 4G (LK toàn mạng)
807,Thuê bao 4G tăng thêm
1144,DOANH THU DỊCH VỤ (trừ hubbing)
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
1318,APRU
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
807,Thuê bao 4G tăng thêm
20,Doanh thu di động
69,Doanh thu cố định
4209,Doanh thu dịch vụ mới
5067,DT dịch vụ nhóm SME
136,Doanh thu khác
20,Doanh thu di động
69,Doanh thu cố định
4209,Doanh thu dịch vụ mới
1148,Tiêu dùng thực di động (TT+TS)
1148,Tiêu dùng thực di động (TT+TS)
19,TỔNG DOANH THU (chi tiết)
