GROUPPROFILECODE,CYCLETIME,AREACODE,DASHBOARDID,DASHBOARDNAME
VPTD,2,VTP,8006,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,VTL,8008,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,NAT,8017,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,MOV,7767,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,MOV,8015,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,VDTC,8035,DOANH THU DỊCH VỤ & SẢN XUẤT
QTDL,2,VTN,7768,TỔNG DOANH THU CÁC DỰ ÁN/UC
QTDL,2,,8156,VTT_8156
QTDL,2,VTN,7770,SỐ LƯỢNG DỰ ÁN/ UC
QTDL,2,VTN,7771,HIỆU QUẢ CÁC DỰ ÁN CV
QTDL,2,VTN,7773,HIỆU QUẢ CÁC Ucs PTDL
QTDL,2,VTN,7774,HIỆU QUẢ CÁC DỰ ÁN NLP
QTDL,2,,8157,SỐ LƯỢNG DỰ ÁN/ UC_8157
QTDL,2,,8158,HIỆU QUẢ CÁC DỰ ÁN CV_8158
QTDL,2,,8159,TỔNG DOANH THU DỰ ÁN NGOÀI HỆ THỐNG BDT_8159
QTDL,2,,8160,HIỆU QUẢ CÁC Ucs PTDL_8160
QTDL,2,,8161,HIỆU QUẢ CÁC DỰ ÁN NLP_8161
QTDL,2,,8162,SỐ LƯỢNG DỰ ÁN BDT_8162
QTDL,2,CTM,8163,DGD
QTDL,2,CTM,8164,SỐ LƯỢNG DỰ ÁN BDT
QTDL,2,CTM,8165,TỔNG DOANH THU HỆ THỐNG BDT
QTDL,2,CTM,8166,SỐ LƯỢNG DỰ ÁN/ UC
VPTD,1,KGM,5265,DT QUỸ CHUYÊN DÙNG
VPTD,1,KGM,5267,KHỐI XỬ LÝ TIẾNG NÓI VÀ NGÔN NGỮ TỰ NHIÊN
VPTD,2,KGM,5270,DT BÊN NGOÀI TĐ
VPTD,2,TVTK,5293,DT NGOÀI TĐ
VPTD,2,TVTK,5294,"TƯ VẤN TK, GP KIÊN CỐ HTVT"
VPTD,2,TH,5295,Doanh thu khách hàng nội bộ
VPTD,2,TVTK,5301,CÁC LĨNH VỰC MỚI
VPTD,2,TH,5297,Doanh thu dịch vụ game
VPTD,2,TH,5300,Doanh thu khách hàng ngoài
VPTD,2,TVTK,5299,KIỂM SOÁT CHẤT LƯỢNG
VPTD,2,TH,5302,Doanh thu nội dung
VPTD,1,TVTK,5305,DT NỘI BỘ TĐ
VPTD,1,TVTK,5308,KIỂM SOÁT CHẤT LƯỢNG
VPTD,1,TVTK,5309,CÁC LĨNH VỰC MỚI
VPTD,2,VTG,5317,Năng suất lao động BQ
VPTD,2,VTG,5318,Lao động BQ trong DS
VPTD,1,VDTC,5358,Thẻ có PSGD qua trạm
VPTD,2,VDTC,5359,Thẻ có PSGD qua trạm
VPTD,2,VTA,5516,VTA
VPTD,2,VTA,5517,Lao động BQ trong DS
VPTD,2,VTA,5518,Năng suất lao động BQ
VPTD,2,VTA,5519,Thu nhập BQ
VPTD,2,HVT,5524,VTAca
VPTD,2,HVT,5525,Lao động BQ trong DS
VPTD,2,HVT,5526,Năng suất lao động BQ
VPTD,2,HVT,5527,Thu nhập BQ
VPTD,2,BDS,5528,BDS
VPTD,2,BDS,5529,Lao động BQ trong DS
VPTD,2,BDS,5530,Năng suất lao động BQ
VPTD,2,BDS,5531,Thu nhập BQ
VPTD,1,Q052,4414,Doanh thu dịch vụ di động
VPTD,1,Q052,4415,Thuê bao register
VPTD,1,Q052,4416,Doanh thu dịch vụ nhóm VTS
VPTD,1,Q052,4417,Thuê bao FTTH
VPTD,1,Q052,4418,Thuê bao di động phát triển thực
VPTD,1,Q052,4419,Thuê bao 4G phát triển thực
VPTD,1,Q052,4420,Tổng doanh thu dịch vụ
VPTD,1,Q052,4421,Doanh thu dịch vụ cố định băng rộng
VPTD,2,Q033,4422,Thuê bao di động phát triển thực
VPTD,1,D501,4557,Doanh thu dịch vụ nhóm VTS
VPTD,1,D501,4558,Thuê bao FTTH
VPTD,1,D501,4559,Thuê bao di động phát triển thực
VPTD,1,D501,4560,Thuê bao 4G phát triển thực
VPTD,1,D501,4561,Tổng doanh thu dịch vụ
VPTD,1,D501,4562,Thuê bao register
VPTD,1,D501,4563,Doanh thu dịch vụ cố định băng rộng
VPTD,1,D501,4564,Doanh thu dịch vụ nhóm VTT
VPTD,1,D501,4565,Doanh thu dịch vụ nhóm VDS
VPTD,2,D501,4566,Doanh thu dịch vụ SME
VPTD,2,D501,4567,Doanh thu dịch vụ di động
VPTD,2,D501,4568,Doanh thu dịch vụ nhóm VTS
VPTD,2,D501,4569,Thuê bao FTTH
VPTD,2,D501,4570,Thuê bao di động phát triển thực
VPTD,2,D501,4571,Thuê bao 4G phát triển thực
VPTD,2,D501,4572,Tổng doanh thu dịch vụ
VPTD,2,D501,4573,Thuê bao register
VPTD,2,D501,4574,Doanh thu dịch vụ cố định băng rộng
VPTD,2,D501,4575,Doanh thu dịch vụ nhóm VTT
VPTD,2,D501,4576,Doanh thu dịch vụ nhóm VDS
VPTD,1,D500,4577,Doanh thu dịch vụ SME
VPTD,1,D500,4578,Doanh thu dịch vụ di động
VPTD,1,D500,4579,Doanh thu dịch vụ nhóm VTS
VPTD,1,S079,3848,Doanh thu dịch vụ SME
VPTD,1,S079,3849,Doanh thu dịch vụ di động
VPTD,1,S079,3850,Doanh thu dịch vụ nhóm VTS
VPTD,1,S079,3851,Thuê bao FTTH
VPTD,1,S079,3852,Thuê bao di động phát triển thực
VPTD,1,S079,3853,Thuê bao 4G phát triển thực
VPTD,1,S079,3854,Tổng doanh thu dịch vụ
VPTD,1,S079,3855,Thuê bao register
VPTD,1,S079,3856,Doanh thu dịch vụ cố định băng rộng
VPTD,1,S079,3857,Doanh thu dịch vụ nhóm VTT
VPTD,1,S079,3858,Doanh thu dịch vụ nhóm VDS
VPTD,2,T073,3892,Doanh thu dịch vụ SME
VPTD,2,T073,3893,Doanh thu dịch vụ di động
VPTD,2,T073,3894,Doanh thu dịch vụ nhóm VTS
VPTD,2,T073,3895,Thuê bao FTTH
VPTD,2,T073,3896,Thuê bao di động phát triển thực
VPTD,2,T073,3897,Thuê bao 4G phát triển thực
VPTD,2,T073,3898,Tổng doanh thu dịch vụ
VPTD,2,T073,3899,Thuê bao register
VPTD,2,T073,3900,Doanh thu dịch vụ cố định băng rộng
VPTD,2,T073,3901,Doanh thu dịch vụ nhóm VTT
VPTD,2,T073,3902,Doanh thu dịch vụ nhóm VDS
VPTD,2,S079,3914,Doanh thu dịch vụ SME
VPTD,2,S079,3915,Doanh thu dịch vụ di động
VPTD,2,S079,3916,Doanh thu dịch vụ nhóm VTS
VPTD,2,S079,3917,Thuê bao FTTH
VPTD,2,S079,3918,Thuê bao di động phát triển thực
VPTD,2,S079,3919,Thuê bao 4G phát triển thực
VPTD,2,S079,3920,Tổng doanh thu dịch vụ
VPTD,2,S079,3921,Thuê bao register
VPTD,2,S079,3922,Doanh thu dịch vụ cố định băng rộng
VPTD,2,S079,3923,Doanh thu dịch vụ nhóm VTT
VPTD,2,S079,3924,Doanh thu dịch vụ nhóm VDS
VPTD,2,L020,3958,Doanh thu dịch vụ SME
VPTD,2,L020,3959,Doanh thu dịch vụ di động
VPTD,2,L020,3960,Doanh thu dịch vụ nhóm VTS
VPTD,2,L020,3961,Thuê bao FTTH
VPTD,2,L020,3962,Thuê bao di động phát triển thực
VPTD,2,L020,3963,Thuê bao 4G phát triển thực
VPTD,2,L020,3964,Tổng doanh thu dịch vụ
VPTD,2,L020,3965,Thuê bao register
VPTD,2,L020,3966,Doanh thu dịch vụ cố định băng rộng
VPTD,2,L020,3967,Doanh thu dịch vụ nhóm VTT
VPTD,2,L020,3968,Doanh thu dịch vụ nhóm VDS
VPTD,1,B651,4024,Doanh thu dịch vụ SME
VPTD,1,B651,4025,Doanh thu dịch vụ di động
VPTD,1,B651,4026,Doanh thu dịch vụ nhóm VTS
VPTD,1,B651,4027,Thuê bao FTTH
VPTD,1,B651,4028,Thuê bao di động phát triển thực
VPTD,1,B651,4029,Thuê bao 4G phát triển thực
VPTD,1,B651,4030,Tổng doanh thu dịch vụ
VPTD,1,B651,4031,Thuê bao register
VPTD,1,B651,4032,Doanh thu dịch vụ cố định băng rộng
VPTD,1,B651,4033,Doanh thu dịch vụ nhóm VTT
VPTD,1,B651,4034,Doanh thu dịch vụ nhóm VDS
VPTD,2,B651,4035,Doanh thu dịch vụ SME
VPTD,2,B651,4036,Doanh thu dịch vụ di động
VPTD,2,B651,4037,Doanh thu dịch vụ nhóm VTS
VPTD,2,B651,4038,Thuê bao FTTH
VPTD,2,B651,4039,Thuê bao di động phát triển thực
VPTD,2,B651,4040,Thuê bao 4G phát triển thực
VPTD,2,B651,4041,Tổng doanh thu dịch vụ
VPTD,2,B651,4042,Thuê bao register
VPTD,2,B651,4043,Doanh thu dịch vụ cố định băng rộng
VPTD,2,B651,4044,Doanh thu dịch vụ nhóm VTT
VPTD,2,B651,4045,Doanh thu dịch vụ nhóm VDS
VPTD,1,B075,4046,Doanh thu dịch vụ SME
VPTD,1,B075,4047,Doanh thu dịch vụ di động
VPTD,1,B075,4048,Doanh thu dịch vụ nhóm VTS
VPTD,1,B075,4049,Thuê bao FTTH
VPTD,1,B075,4050,Thuê bao di động phát triển thực
VPTD,1,B075,4051,Thuê bao 4G phát triển thực
VPTD,1,B075,4052,Tổng doanh thu dịch vụ
VPTD,1,B075,4053,Thuê bao register
VPTD,1,B075,4054,Doanh thu dịch vụ cố định băng rộng
VPTD,1,B075,4055,Doanh thu dịch vụ nhóm VTT
VPTD,1,B075,4056,Doanh thu dịch vụ nhóm VDS
VPTD,2,B075,4057,Doanh thu dịch vụ SME
VPTD,2,B075,4058,Doanh thu dịch vụ di động
VPTD,2,B075,4059,Doanh thu dịch vụ nhóm VTS
VPTD,2,B075,4060,Thuê bao FTTH
VPTD,2,B075,4061,Thuê bao di động phát triển thực
VPTD,2,B075,4062,Thuê bao 4G phát triển thực
VPTD,2,B075,4063,Tổng doanh thu dịch vụ
VPTD,2,B075,4064,Thuê bao register
VPTD,2,B075,4065,Doanh thu dịch vụ cố định băng rộng
VPTD,2,B075,4066,Doanh thu dịch vụ nhóm VTT
VPTD,2,B075,4067,Doanh thu dịch vụ nhóm VDS
VPTD,1,H004,4090,Doanh thu dịch vụ SME
VPTD,1,H004,4091,Doanh thu dịch vụ di động
VPTD,1,H004,4092,Thuê bao register
VPTD,1,H004,4093,Doanh thu dịch vụ nhóm VTS
VPTD,1,H004,4094,Thuê bao FTTH
VPTD,1,H004,4095,Thuê bao di động phát triển thực
VPTD,1,H004,4096,Thuê bao 4G phát triển thực
VPTD,1,H004,4097,Tổng doanh thu dịch vụ
VPTD,1,H004,4098,Doanh thu dịch vụ cố định băng rộng
VPTD,1,H004,4099,Doanh thu dịch vụ nhóm VTT
VPTD,2,V211,4211,Doanh thu dịch vụ di động
VPTD,2,V211,4212,Doanh thu dịch vụ SME
VPTD,2,V211,4213,Doanh thu dịch vụ nhóm VTS
VPTD,2,H018,4643,Doanh thu dịch vụ SME
VPTD,2,H018,4644,Doanh thu dịch vụ di động
VPTD,2,H018,4645,Doanh thu dịch vụ nhóm VTS
VPTD,2,H018,4646,Thuê bao FTTH
VPTD,2,H018,4647,Thuê bao di động phát triển thực
VPTD,2,H018,4648,Thuê bao 4G phát triển thực
VPTD,2,H018,4649,Tổng doanh thu dịch vụ
VPTD,2,H018,4650,Thuê bao register
VPTD,2,H018,4651,Doanh thu dịch vụ cố định băng rộng
VPTD,2,H018,4652,Doanh thu dịch vụ nhóm VTT
VPTD,2,H018,4653,Doanh thu dịch vụ nhóm VDS
VPTD,1,P210,4610,Doanh thu dịch vụ SME
VPTD,1,P210,4611,Doanh thu dịch vụ di động
VPTD,1,P210,4612,Doanh thu dịch vụ nhóm VTS
VPTD,1,P210,4613,Thuê bao FTTH
VPTD,1,P210,4614,Thuê bao di động phát triển thực
VPTD,1,P210,4615,Thuê bao 4G phát triển thực
VPTD,1,P210,4616,Tổng doanh thu dịch vụ
VPTD,1,P210,4617,Thuê bao register
VPTD,1,P210,4618,Doanh thu dịch vụ cố định băng rộng
VPTD,1,P210,4619,Doanh thu dịch vụ nhóm VTT
VPTD,1,P210,4620,Doanh thu dịch vụ nhóm VDS
VPTD,2,P210,4621,Doanh thu dịch vụ SME
VPTD,2,P210,4622,Doanh thu dịch vụ di động
VPTD,2,P210,4623,Doanh thu dịch vụ nhóm VTS
VPTD,2,P210,4624,Thuê bao FTTH
VPTD,2,P210,4625,Thuê bao di động phát triển thực
VPTD,2,P210,4626,Thuê bao 4G phát triển thực
VPTD,2,P210,4627,Tổng doanh thu dịch vụ
VPTD,2,P210,4628,Thuê bao register
VPTD,2,P210,4629,Doanh thu dịch vụ cố định băng rộng
VPTD,2,P210,4630,Doanh thu dịch vụ nhóm VTT
VPTD,2,P210,4631,Doanh thu dịch vụ nhóm VDS
VPTD,2,D500,4599,Doanh thu dịch vụ SME
VPTD,2,D500,4600,Doanh thu dịch vụ di động
VPTD,2,D500,4601,Doanh thu dịch vụ nhóm VTS
VPTD,2,D500,4602,Thuê bao FTTH
VPTD,2,D500,4603,Thuê bao di động phát triển thực
VPTD,2,D500,4604,Thuê bao 4G phát triển thực
VPTD,2,D500,4605,Tổng doanh thu dịch vụ
VPTD,2,D500,4606,Thuê bao register
VPTD,2,D500,4607,Doanh thu dịch vụ cố định băng rộng
VPTD,2,D500,4608,Doanh thu dịch vụ nhóm VTT
VPTD,2,D500,4609,Doanh thu dịch vụ nhóm VDS
VPTD,1,H018,4632,Doanh thu dịch vụ nhóm VTT
VPTD,1,H018,4633,Doanh thu dịch vụ nhóm VDS
VPTD,1,H018,4634,Doanh thu dịch vụ SME
VPTD,1,H018,4635,Doanh thu dịch vụ di động
VPTD,1,H018,4636,Thuê bao register
VPTD,1,H018,4637,Doanh thu dịch vụ nhóm VTS
VPTD,1,H018,4638,Thuê bao FTTH
VPTD,1,H018,4639,Thuê bao di động phát triển thực
VPTD,1,H018,4640,Thuê bao 4G phát triển thực
VPTD,1,H018,4641,Tổng doanh thu dịch vụ
VPTD,1,H018,4642,Doanh thu dịch vụ cố định băng rộng
VPTD,1,G059,4852,Thuê bao 4G phát triển thực
VPTD,2,VHK,4900,GIÁ TRỊ SẢN LƯỢNG
VPTD,2,VHK,4902,NĂNG SUẤT LAO ĐỘNG
VPTD,2,M3,4913,Dòng tiền ròng
BCL,1,TD,4914,6. Doanh thu dịch vụ và sản xuất
BCL,1,MYN,4920,6. Doanh thu dịch vụ và sản xuất
BCL,2,VBD,4924,11. Doanh thu dịch vụ và sản xuất
BCL,1,VBD,4925,6. Doanh thu dịch vụ và sản xuất
BCL,2,VTTNEWNEW,4927,8. Doanh thu dịch vụ và sản xuất VTTN (Kinh doanh)
BCL,2,VTG,4929,Doanh thu dv và sx lũy kế (kinh doanh)
BCL,1,VDS,4937,3. Doanh thu dịch vụ và sản xuất
VPTD,2,VTTNEWNEW,4954,Năng suất lao động BQ
VPTD,2,VTTNEWNEW,4955,Thu nhập BQ
VPTD,2,BC,4961,NĂNG SUẤT LAO ĐỘNG BQ
VPTD,2,BC,4962,THU NHẬP BÌNH QUÂN
VPTD,2,BC,4963,LAO ĐỘNG BQ TRONG DS
VPTD,2,KGM,4965,Lao động BQ trong DS
VPTD,2,TVTK,4977,NĂNG SUẤT LAO ĐỘNG
VPTD,2,TH,4983,NĂNG SUẤT LAO ĐỘNG
VPTD,2,VDS,4986,NĂNG SUẤT LAO ĐỘNG
VPTD,2,STL,5596,HOÀN VỐN
VPTD,2,VTZ,5635,HOÀN VỐN
VPTD,2,VBD,5636,HOÀN VỐN
VPTD,2,MYN,5637,HOÀN VỐN
BCL,1,BC,5758,2.TỶ LỆ KẾT NỐI THÀNH CÔNG ĐẾN TỔNG ĐÀI
BCL,1,VDS,5757,4. Tỷ lệ kết nối thành công đến tổng đài
BCL,1,BC,5759,3.Tỷ lệ phản ánh
CNTT,1,VTN,7035,VTNet
VPTD,2,SXTB,6993,DT SẢN PHẨM QUÂN SỰ
BCL,2,VTS,5837,6.Tỷ lệ kết nối thành công đến tổng đài
BCL,2,VTS,5838,9.Tỷ lệ xử lý phản ánh của KH
BCL,2,VDS,5859,Tỷ lệ xử lý phản ánh của KH
VPTD,2,TSS,7335,TIÊU DÙNG THỰC DI ĐỘNG
CSKH,1,BC,6076,4.Tiến độ xử lý phản ánh của KH
CSKH,1,BC,6077,2.TỶ LỆ KẾT NỐI THÀNH CÔNG ĐẾN TỔNG ĐÀI
CSKH,1,BC,6078,3.Tỷ lệ phản ánh
CSKH,1,BC,6079,5.Mức độ hài lòng của KH
VPTD,2,VTP,6181,Thuê bao phát sinh lưu lượng Copy
CSKH,1,BC,6081,BƯU CHÍNH
VPTD,1,H004,6215,Hà Nội
VPTD,1,Y029,6216,Yên Bái
VPTD,1,B240,6167,Bắc Giang
VPTD,1,T066,6296,Tây Ninh
VPTD,1,B651,6171,Bình Phước
VPTD,1,B062,6317,Bình Thuận
VPTD,1,Q053,6173,Quảng Trị
VPTD,1,C780,6355,Cà Mau
VPTD,1,D501,6339,Đắc Nông
VPTD,1,P210,6341,Phú Thọ
VPTD,1,D500,6375,Đắc Lắc
VPTD,2,NAT,6178,Thuê bao phát sinh lưu lượng Copy
VPTD,2,MOV,6179,Thuê bao phát sinh lưu lượng Copy
VPTD,2,VTZ,6180,Thuê bao phát sinh lưu lượng Copy
VPTD,1,D511,6344,Đà Nẵng
VPTD,1,D061,6376,Đồng Nai
VPTD,1,L231,6350,Lai Châu
VPTD,1,L020,6352,Lào Cai
VPTD,2,SXTB,7235,LỢI NHUẬN TT
DTTC,2,TD,6397,Doanh thu từ hoạt động Đầu tư Tài chính
VPTD,2,H004,6475,Hà Nội
VPTD,2,T008,6476,Hồ Chí Minh
VPTD,2,T074,6410,Trà Vinh
VPTD,2,T073,6412,Tiền Giang
VPTD,2,S079,6414,Sóc Trăng
VPTD,2,S022,6535,Sơn La
VPTD,2,Q052,6538,Quảng Bình
VPTD,2,B062,6540,Bình Thuận
VPTD,2,P210,6541,Phú Thọ
VPTD,2,N068,6542,Ninh Thuận
VPTD,2,C710,6544,Cần Thơ
VPTD,2,N030,6530,Ninh Bình
CNTT,1,VTTNEWNEW,6531,TL GIAO DỊCH THÀNH CÔNG_TV360
CNTT,1,VTTNEWNEW,6545,TL GIAO DỊCH HOÀN THÀNH ĐÚNG HẠN
VPTD,2,D501,6546,Đắc Nông
VPTD,2,L025,6547,Lạng Sơn
VPTD,2,L063,6555,Lâm Đồng
VPTD,2,L231,6556,Lai Châu
VPTD,2,L020,6548,Lào Cai
CNTT,1,VTTNEWNEW,6557,Mặc định_TL GH thành công
VPTD,2,L072,6558,Long An
CNTT,1,VTTNEWNEW,6559,TL GIAO DỊCH THÀNH CÔNG_DV 2
VPTD,2,K060,6560,Kon Tum
VPTD,2,N351,6549,Hà Nam
CNTT,1,VTTNEWNEW,6550,MẶC ĐỊNH
VPTD,2,G059,6553,Gia Lai
VPTD,2,D061,6615,Đồng Nai
CNTT,2,TD,6716,TL CUỘC GỌI THOẠI TỒI (VOICE FR)
CNTT,2,TD,6683,TL KHUNG TG TRUY NHẬP DV TỒI - GAME (INTERNET FR - GAME)
CNTT,2,TD,6723,TL KHUNG TG TRUY NHẬP DV TỒI - MẠNG XÃ HỘI (INTERNET FR - SOCIAL)
CNTT,2,TD,6724,TL PHIÊN XEM KÊNH TRUYỀN HÌNH TỒI IPTV (IPTV FR - CHANNEL)
CNTT,2,TD,6684,TL LƯỢT XEM VOD TỒI TRÊN IPTV (IPTV FR - VOD)
CNTT,1,TD,6775,TỶ LỆ GIAO DỊCH HOÀN THÀNH ĐÚNG HẠN
CNTT,1,VTS,7216,VTS
CNTT,1,TD,6835,VIETTELPAY_Tỷ lệ giao dịch hoàn thành đúng hạn
CNTT,1,TD,6955,MOCHA_TL KHÁCH HÀNG TRẢI NGHIỆM TỒI
CNTT,1,VDS,6850,VIETTELPAY_Tỷ lệ giao dịch thành công
CNTT,1,TH,6904,Tỷ lệ giao dịch thành công
CNTT,1,TH,6906,MOCHA_TỶ LỆ GIAO DỊCH THÀNH CÔNG
CNTT,1,VTS,7217,VOFFICE_Tỷ lệ giao dịch thành công
CNTT,1,VTN,7038,TL CUỘC GỌI THOẠI ĐƯỢC THIẾT LẬP TC (VOICE CSSR)
CNTT,1,VTN,7039,TL CUỘC GỌI THOẠI BỊ RƠI (VOICE CDR)
CNTT,1,VTN,7040,TL PHIÊN DV DATA BỊ NGẮT KẾT NỐI (MOBILE DATA DR)
CNTT,1,VTN,7041,TL PHIÊN DV DATA TỒI - VIDEO (MOBILE DATA FR - VIDEO)
CNTT,1,VTN,7042,TL KHUNG TG TRUY NHẬP DV TỒI - WEB (INTERNET FR - WEB)
CNTT,1,VTN,7043,TL KHUNG TG TRUY NHẬP DV TỒI - TẢI DL (INTERNET FR - DL)
CNTT,1,VTN,7044,TL KHUNG TG TRUY NHẬP DV TỒI - VIDEO STREAMING (INTERNET FR - VS)
CNTT,1,VTN,7045,TL KHUNG TG TRUY NHẬP DV TỒI - GAME (INTERNET FR - GAME)
CNTT,1,VTN,7046,TL KHUNG TG TRUY NHẬP DV TỒI - VIDEO CONFERENCE (INTERNET FR - VC)
CNTT,1,VTN,7047,TL KHUNG TG TRUY NHẬP DV TỒI - MẠNG XÃ HỘI (INTERNET FR - SOCIAL)
CNTT,1,VTN,7048,TL CUỘC GỌI THOẠI TỒI (VOICE FR)
CNTT,1,VTN,7049,TL PHIÊN DV DATA THIẾT LẬP THÀNH CÔNG (MOBILE DATA SR)
CNTT,1,VTN,7050,TL PHIÊN XEM KÊNH TRUYỀN HÌNH TỒI IPTV (IPTV FR - CHANNEL)
CNTT,1,VTN,7051,TL LƯỢT XEM VOD TỒI TRÊN IPTV (IPTV FR - VOD)
QTDL,2,VTTNEWNEW,7275,HIỆU QUẢ CÁC DỰ ÁN CV
QTDL,2,TD,7295,HIỆU QUẢ CÁC Ucs PTDL
VPTD,1,TSS,7300,Tiêu dùng thực di động
CNTT,2,VTTNEWNEW,7375,"Sáng kiến, ý tưởng"
CNTT,1,VTS,7419,DMS MỘC CHÂU_Tỷ lệ giao dịch thành công
CNTT,1,TD,7486,SALE_Tỷ lệ giao dịch hoàn thành đúng hạn
CNTT,1,TD,7584,VIETTEL_MAP_Tỷ lệ giao dịch thành công
CNTT,1,TD,7615,MBCCS_Tỷ lệ giao dịch thành công
CNTT,1,TD,7635,MBCCS_TL KHÁCH HÀNG TRẢI NGHIỆM TỒI
CNTT,1,VTTNEWNEW,7657,SALE_Tỷ lệ giao dịch thành công
CNTT,1,VTS,7424,VIETTEL_MAP_Tỷ lệ giao dịch thành công
CNTT,1,VTTNEWNEW,7426,IM2_TỶ LỆ GIAO DỊCH THÀNH CÔNG
CNTT,1,VTTNEWNEW,7661,IM2_Tỷ lệ giao dịch hoàn thành đúng hạn
CNTT,1,TD,7757,K12ONLINE_TL KHÁCH HÀNG TRẢI NGHIỆM TỒI
CNTT,1,VTS,7759,K12ONLINE_Tỷ lệ giao dịch hoàn thành đúng hạn
CNTT,1,VTS,7760,K12ONLINE_TL KHÁCH HÀNG TRẢI NGHIỆM TỒI
VPTD,2,VDS,7956,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,MYN,7998,DOANH THU DỊCH VỤ & SẢN XUẤT
CNTT,1,TD,7763,PAYMENT_TL KHÁCH HÀNG TRẢI NGHIỆM TỒI
CNTT,1,VTTNEWNEW,8002,PAYMENT_TL KHÁCH HÀNG TRẢI NGHIỆM TỒI
CNTT,1,TD,8001,PAYMENT_Tỷ lệ giao dịch thành công
VPTD,1,VTP,7766,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,VTL,8007,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,NAT,8016,DOANH THU DỊCH VỤ & SẢN XUẤT
QTDL,2,VTN,8095,VTN
QTDL,2,VTN,8096,SỐ LƯỢNG DỰ ÁN BDT
QTDL,2,VTN,8097,TỔNG DOANH THU HỆ THỐNG BDT
QTDL,2,CTM,8167,TỔNG DOANH THU CÁC DỰ ÁN/UC
QTDL,2,CTM,8168,HIỆU QUẢ CÁC Ucs PTDL
QTDL,2,CTM,8169,HIỆU QUẢ CÁC DỰ ÁN NLP
VPTD,1,BC,8175,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,BC,8176,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,CT,8177,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,CT,8178,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,M3,8215,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,TH,8235,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,TH,8236,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,VHK,8237,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,VNC,8238,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,XMCP,8239,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,XMCP,8240,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,XNK,8256,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,1,TVTK,8275,DOANH THU DỊCH VỤ & SẢN XUẤT
VPTD,2,TVTK,8276,DOANH THU DỊCH VỤ & SẢN XUẤT
CQCT,1,TD,8338,CÁN BỘ
CQCT,1,TD,8335,TUYÊN HUẤN
CQCT,1,TD,8336,TỔ CHỨC XÂY DỰNG ĐẢNG
CQCT,1,TD,8339,BẢO VỆ AN NINH
CQCT,1,TD,8340,ĐOÀN THANH NIÊN
VPTD,1,VTTNEWNEW,8415,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
CQCT,1,TD,8375,CÔNG ĐOÀN
VPTD,1,KGM,8416,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,ANM,8455,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,TVTK,8456,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,XNK,8457,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
CQCT,1,TD,8306,Tập Đoàn
VPTD,1,XMCP,8475,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,TH,8476,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,CT,8477,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VDTC,8479,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VTP,8480,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VBD,8481,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VTZ,8482,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,MOV,8483,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,NAT,8484,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,MYN,8485,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VTL,8486,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VTC,8487,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,STL,8488,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
VPTD,1,VTG,8489,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
