,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Câu lệnh sinh ra,Câu lệnh có sẵn
673,673,673,673,Gửi dữ liệu kế hoạch năm,Mở dữ liệu KH năm
674,674,674,674,Phân tích báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
675,675,675,675,Trích dẫn dữ liệu kế hoạch năm,Mở dữ liệu KH năm
676,676,676,676,Xem thông tin từ báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
677,677,677,677,Truy cập dữ liệu KH năm,Mở dữ liệu KH năm
678,678,678,678,Tạo báo cáo dữ liệu kế hoạch năm,Mở dữ liệu KH năm
679,679,679,679,Hiển thị dữ liệu kế hoạch năm,Mở dữ liệu KH năm
680,680,680,680,Trình bày thông tin từ báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
681,681,681,681,Trích xuất dữ liệu kế hoạch năm,Mở dữ liệu KH năm
682,682,682,682,Chuyển đến báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
683,683,683,683,Đọc dữ liệu kế hoạch năm,Mở dữ liệu KH năm
684,684,684,684,Cung cấp báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
685,685,685,685,Xem dữ liệu kế hoạch năm,Mở dữ liệu KH năm
686,686,686,686,Tiếp cận báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
687,687,687,687,Gửi dữ liệu kế hoạch năm,Mở dữ liệu KH năm
688,688,688,688,Phân tích báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
689,689,689,689,Trích dẫn dữ liệu kế hoạch năm,Mở dữ liệu KH năm
690,690,690,690,Xem thông tin từ báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
691,691,691,691,Truy cập dữ liệu KH năm,Mở dữ liệu KH năm
692,692,692,692,Tạo báo cáo dữ liệu kế hoạch năm,Mở dữ liệu KH năm
693,693,693,693,Hiển thị dữ liệu kế hoạch năm,Mở dữ liệu KH năm
694,694,694,694,Trình bày thông tin từ báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
695,695,695,695,Trích xuất dữ liệu kế hoạch năm,Mở dữ liệu KH năm
696,696,696,696,Chuyển đến báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
697,697,697,697,Đọc dữ liệu kế hoạch năm,Mở dữ liệu KH năm
698,698,698,698,Cung cấp báo cáo dữ liệu KH năm,Mở dữ liệu KH năm
699,699,699,699,Xem dữ liệu kế hoạch năm,Mở dữ liệu KH năm
700,700,700,700,Hãy mở báo cáo dữ liệu TH ngày hôm nay,Mở dữ liệu TH ngày 
701,701,701,701,Mở ngay báo cáo dữ liệu thực hiện ngày hôm nay,Mở dữ liệu TH ngày 
702,702,702,702,Xin mở báo cáo dữ liệu TH ngày đó,Mở dữ liệu TH ngày 
703,703,703,703,Mong rằng bạn có thể mở dữ liệu thực hiện ngày đó,Mở dữ liệu TH ngày 
704,704,704,704,Làm ơn mở báo cáo dữ liệu TH ngày hôm qua,Mở dữ liệu TH ngày 
705,705,705,705,Có thể bạn mở dữ liệu thực hiện ngày hôm qua không?,Mở dữ liệu TH ngày 
706,706,706,706,Đề nghị mở báo cáo dữ liệu TH ngày mai,Mở dữ liệu TH ngày 
707,707,707,707,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày mai,Mở dữ liệu TH ngày 
708,708,708,708,Hãy mở báo cáo dữ liệu TH ngày kia,Mở dữ liệu TH ngày 
709,709,709,709,Mong rằng bạn có thể mở dữ liệu thực hiện ngày kia,Mở dữ liệu TH ngày 
710,710,710,710,Làm ơn mở báo cáo dữ liệu TH ngày kế tiếp,Mở dữ liệu TH ngày 
711,711,711,711,Có thể bạn mở dữ liệu thực hiện ngày kế tiếp không?,Mở dữ liệu TH ngày 
712,712,712,712,Đề nghị mở báo cáo dữ liệu TH ngày này,Mở dữ liệu TH ngày 
713,713,713,713,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày này,Mở dữ liệu TH ngày 
714,714,714,714,Hãy mở báo cáo dữ liệu TH ngày đó,Mở dữ liệu TH ngày 
715,715,715,715,Mong rằng bạn có thể mở dữ liệu thực hiện ngày đó,Mở dữ liệu TH ngày 
716,716,716,716,Làm ơn mở báo cáo dữ liệu TH ngày trước,Mở dữ liệu TH ngày 
717,717,717,717,Có thể bạn mở dữ liệu thực hiện ngày trước không?,Mở dữ liệu TH ngày 
718,718,718,718,Đề nghị mở báo cáo dữ liệu TH ngày trước kia,Mở dữ liệu TH ngày 
719,719,719,719,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày trước kia,Mở dữ liệu TH ngày 
720,720,720,720,Hãy mở báo cáo dữ liệu TH ngày sau,Mở dữ liệu TH ngày 
721,721,721,721,Mong rằng bạn có thể mở dữ liệu thực hiện ngày sau,Mở dữ liệu TH ngày 
722,722,722,722,Làm ơn mở báo cáo dữ liệu TH ngày sau kia,Mở dữ liệu TH ngày 
723,723,723,723,Có thể bạn mở dữ liệu thực hiện ngày sau kia không?,Mở dữ liệu TH ngày 
724,724,724,724,Đề nghị mở báo cáo dữ liệu TH ngày tới,Mở dữ liệu TH ngày 
725,725,725,725,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày tới,Mở dữ liệu TH ngày 
726,726,726,726,Hãy mở báo cáo dữ liệu TH ngày trước hôm nay,Mở dữ liệu TH ngày 
727,727,727,727,Mong rằng bạn có thể mở dữ liệu thực hiện ngày trước hôm nay,Mở dữ liệu TH ngày 
728,728,728,728,Làm ơn mở báo cáo dữ liệu TH ngày sau hôm nay,Mở dữ liệu TH ngày 
729,729,729,729,Có thể bạn mở dữ liệu thực hiện ngày sau hôm nay không?,Mở dữ liệu TH ngày 
730,730,730,730,Đề nghị mở báo cáo dữ liệu TH ngày trước đó,Mở dữ liệu TH ngày 
731,731,731,731,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày trước đó,Mở dữ liệu TH ngày 
732,732,732,732,Hãy mở báo cáo dữ liệu TH ngày sau đó,Mở dữ liệu TH ngày 
733,733,733,733,Mong rằng bạn có thể mở dữ liệu thực hiện ngày sau đó,Mở dữ liệu TH ngày 
734,734,734,734,Làm ơn mở báo cáo dữ liệu TH ngày này,Mở dữ liệu TH ngày 
735,735,735,735,Có thể bạn mở dữ liệu thực hiện ngày này không?,Mở dữ liệu TH ngày 
736,736,736,736,Đề nghị mở báo cáo dữ liệu TH ngày này năm,Mở dữ liệu TH ngày 
737,737,737,737,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày này năm,Mở dữ liệu TH ngày 
738,738,738,738,Hãy mở báo cáo dữ liệu TH ngày trước kia năm,Mở dữ liệu TH ngày 
739,739,739,739,Mong rằng bạn có thể mở dữ liệu thực hiện ngày trước kia năm,Mở dữ liệu TH ngày 
740,740,740,740,Làm ơn mở báo cáo dữ liệu TH ngày sau kia năm,Mở dữ liệu TH ngày 
741,741,741,741,Có thể bạn mở dữ liệu thực hiện ngày sau kia năm không?,Mở dữ liệu TH ngày 
742,742,742,742,Đề nghị mở báo cáo dữ liệu TH ngày hai năm trước,Mở dữ liệu TH ngày 
743,743,743,743,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày hai năm trước,Mở dữ liệu TH ngày 
744,744,744,744,Hãy mở báo cáo dữ liệu TH ngày hai năm sau,Mở dữ liệu TH ngày 
745,745,745,745,Mong rằng bạn có thể mở dữ liệu thực hiện ngày hai năm sau,Mở dữ liệu TH ngày 
746,746,746,746,Làm ơn mở báo cáo dữ liệu TH ngày ba năm trước,Mở dữ liệu TH ngày 
747,747,747,747,Có thể bạn mở dữ liệu thực hiện ngày ba năm trước không?,Mở dữ liệu TH ngày 
748,748,748,748,Đề nghị mở báo cáo dữ liệu TH ngày ba năm sau,Mở dữ liệu TH ngày 
749,749,749,749,Mọi người sẽ mong bạn mở dữ liệu thực hiện ngày ba năm sau,Mở dữ liệu TH ngày 
750,750,750,750,Vui lòng mở báo cáo dữ liệu thực hiện tháng,Mở dữ liệu TH tháng 
751,751,751,751,Hãy mở báo cáo dữ liệu TH tháng,Mở dữ liệu TH tháng 
752,752,752,752,Xin hãy mở dữ liệu TH tháng,Mở dữ liệu TH tháng 
753,753,753,753,Hãy mở dữ liệu thực hiện tháng cho tôi,Mở dữ liệu TH tháng 
754,754,754,754,Mở báo cáo dữ liệu thực hiện tháng giúp tôi,Mở dữ liệu TH tháng 
755,755,755,755,Vui lòng mở báo cáo dữ liệu TH tháng được không?,Mở dữ liệu TH tháng 
756,756,756,756,Hãy mở dữ liệu TH tháng giúp tôi,Mở dữ liệu TH tháng 
757,757,757,757,Mong bạn mở dữ liệu thực hiện tháng cho tôi,Mở dữ liệu TH tháng 
758,758,758,758,Mở báo cáo dữ liệu thực hiện tháng giùm tôi,Mở dữ liệu TH tháng 
759,759,759,759,Vui lòng mở báo cáo dữ liệu TH tháng dùm tôi,Mở dữ liệu TH tháng 
760,760,760,760,Mở dữ liệu TH tháng giúp tôi được không?,Mở dữ liệu TH tháng 
761,761,761,761,Hãy mở dữ liệu thực hiện tháng cho tôi nhé,Mở dữ liệu TH tháng 
762,762,762,762,Mong bạn mở báo cáo dữ liệu thực hiện tháng giúp tôi,Mở dữ liệu TH tháng 
763,763,763,763,Mở báo cáo dữ liệu TH tháng giùm tôi nhé,Mở dữ liệu TH tháng 
764,764,764,764,Vui lòng mở báo cáo dữ liệu thực hiện tháng giúp tôi được không?,Mở dữ liệu TH tháng 
765,765,765,765,Mở dữ liệu TH tháng cho tôi được không?,Mở dữ liệu TH tháng 
766,766,766,766,Hãy mở dữ liệu thực hiện tháng giúp tôi nhé,Mở dữ liệu TH tháng 
767,767,767,767,Mong bạn mở báo cáo dữ liệu TH tháng cho tôi,Mở dữ liệu TH tháng 
768,768,768,768,Mở báo cáo dữ liệu thực hiện tháng giùm tôi nhé,Mở dữ liệu TH tháng 
769,769,769,769,Vui lòng mở báo cáo dữ liệu TH tháng dùm tôi nhé,Mở dữ liệu TH tháng 
770,770,770,770,Mở dữ liệu TH tháng giúp tôi được không?,Mở dữ liệu TH tháng 
771,771,771,771,Hãy mở dữ liệu thực hiện tháng cho tôi nhé,Mở dữ liệu TH tháng 
772,772,772,772,Mong bạn mở báo cáo dữ liệu thực hiện tháng giúp tôi được,Mở dữ liệu TH tháng 
773,773,773,773,Mở báo cáo dữ liệu TH tháng giùm tôi nhé,Mở dữ liệu TH tháng 
774,774,774,774,Vui lòng mở báo cáo dữ liệu thực hiện tháng giúp tôi được không?,Mở dữ liệu TH tháng 
775,775,775,775,Mở dữ liệu TH tháng cho tôi được không?,Mở dữ liệu TH tháng 
776,776,776,776,Hãy mở dữ liệu thực hiện tháng giúp tôi nhanh nhé,Mở dữ liệu TH tháng 
777,777,777,777,Mong bạn mở báo cáo dữ liệu TH tháng cho tôi nhanh nhanh,Mở dữ liệu TH tháng 
778,778,778,778,Mở báo cáo dữ liệu thực hiện tháng giùm tôi nhanh nhanh nhé,Mở dữ liệu TH tháng 
779,779,779,779,Vui lòng mở báo cáo dữ liệu TH tháng dùm tôi nhanh nhé,Mở dữ liệu TH tháng 
780,780,780,780,Mở dữ liệu TH tháng giúp tôi được không nhanh nhé?,Mở dữ liệu TH tháng 
781,781,781,781,"Hãy mở dữ liệu thực hiện tháng cho tôi nhé, càng sớm càng tốt",Mở dữ liệu TH tháng 
782,782,782,782,"Mong bạn mở báo cáo dữ liệu TH tháng cho tôi, gấp gấp",Mở dữ liệu TH tháng 
783,783,783,783,"Mở báo cáo dữ liệu thực hiện tháng giùm tôi, nhanh nhanh",Mở dữ liệu TH tháng 
784,784,784,784,"Vui lòng mở báo cáo dữ liệu thực hiện tháng giúp tôi được không, nhanh nhanh?",Mở dữ liệu TH tháng 
785,785,785,785,"Mở dữ liệu TH tháng cho tôi được không, càng sớm càng tốt?",Mở dữ liệu TH tháng 
786,786,786,786,"Hãy mở dữ liệu thực hiện tháng cho tôi nhé, gấp gấp",Mở dữ liệu TH tháng 
787,787,787,787,"Mong bạn mở báo cáo dữ liệu TH tháng cho tôi, nhanh nhanh nhé",Mở dữ liệu TH tháng 
788,788,788,788,"Mở báo cáo dữ liệu thực hiện tháng giùm tôi, nhanh nhanh nhé",Mở dữ liệu TH tháng 
789,789,789,789,"Vui lòng mở báo cáo dữ liệu TH tháng dùm tôi, càng sớm càng tốt",Mở dữ liệu TH tháng 
790,790,790,790,"Mở dữ liệu TH tháng giúp tôi được không, gấp gấp nhé?",Mở dữ liệu TH tháng 
791,791,791,791,"Hãy mở dữ liệu thực hiện tháng cho tôi nhé, nhanh nhanh nhanh",Mở dữ liệu TH tháng 
792,792,792,792,"Mong bạn mở báo cáo dữ liệu TH tháng cho tôi, nhanh nhanh nhanh",Mở dữ liệu TH tháng 
793,793,793,793,"Mở báo cáo dữ liệu thực hiện tháng giùm tôi, gấp gấp nhé",Mở dữ liệu TH tháng 
794,794,794,794,"Vui lòng mở báo cáo dữ liệu TH tháng dùm tôi, càng sớm càng tốt nhé",Mở dữ liệu TH tháng 
795,795,795,795,"Mở dữ liệu TH tháng giúp tôi được không, nhanh nhanh nhanh nhé?",Mở dữ liệu TH tháng 
796,796,796,796,"Hãy mở dữ liệu thực hiện tháng cho tôi nhé, gấp gấp gấp",Mở dữ liệu TH tháng 
797,797,797,797,"Mong bạn mở báo cáo dữ liệu TH tháng cho tôi, nhanh nhanh nhanh nhé",Mở dữ liệu TH tháng 
798,798,798,798,"Mở báo cáo dữ liệu thực hiện tháng giùm tôi, gấp gấp gấp nhé",Mở dữ liệu TH tháng 
799,799,799,799,"Vui lòng mở báo cáo dữ liệu TH tháng dùm tôi, càng sớm càng tốt nhé",Mở dữ liệu TH tháng 
800,800,800,800,Hãy mở chỉ tiêu nhập vào,Mở chỉ tiêu import 
801,801,801,801,Vui lòng mở chỉ tiêu import,Mở chỉ tiêu import 
802,802,802,802,Bạn cần mở báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
803,803,803,803,Anh/chị hãy mở chỉ tiêu nhập,Mở chỉ tiêu import 
804,804,804,804,Xin hãy mở báo cáo chỉ tiêu import,Mở chỉ tiêu import 
805,805,805,805,Hãy mở các chỉ tiêu nhập vào,Mở chỉ tiêu import 
806,806,806,806,Vui lòng mở các chỉ tiêu import,Mở chỉ tiêu import 
807,807,807,807,Bạn cần mở các báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
808,808,808,808,Anh/chị hãy mở các chỉ tiêu nhập,Mở chỉ tiêu import 
809,809,809,809,Xin hãy mở các báo cáo chỉ tiêu import,Mở chỉ tiêu import 
810,810,810,810,Mở báo cáo về chỉ tiêu nhập,Mở chỉ tiêu import 
811,811,811,811,Vui lòng mở báo cáo về chỉ tiêu import,Mở chỉ tiêu import 
812,812,812,812,Bạn cần mở báo cáo chỉ tiêu nhập vào,Mở chỉ tiêu import 
813,813,813,813,Anh/chị hãy mở báo cáo chỉ tiêu nhập vào,Mở chỉ tiêu import 
814,814,814,814,Xin hãy mở báo cáo chỉ tiêu import vào,Mở chỉ tiêu import 
815,815,815,815,Mở bảng chỉ tiêu nhập,Mở chỉ tiêu import 
816,816,816,816,Vui lòng mở bảng chỉ tiêu import,Mở chỉ tiêu import 
817,817,817,817,Bạn cần mở bảng báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
818,818,818,818,Anh/chị hãy mở bảng chỉ tiêu nhập,Mở chỉ tiêu import 
819,819,819,819,Xin hãy mở bảng báo cáo chỉ tiêu import,Mở chỉ tiêu import 
820,820,820,820,Mở chi tiết về chỉ tiêu nhập,Mở chỉ tiêu import 
821,821,821,821,Vui lòng mở chi tiết về chỉ tiêu import,Mở chỉ tiêu import 
822,822,822,822,Bạn cần mở chi tiết báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
823,823,823,823,Anh/chị hãy mở chi tiết chỉ tiêu nhập,Mở chỉ tiêu import 
824,824,824,824,Xin hãy mở chi tiết báo cáo chỉ tiêu import,Mở chỉ tiêu import 
825,825,825,825,Mở danh sách chỉ tiêu nhập,Mở chỉ tiêu import 
826,826,826,826,Vui lòng mở danh sách chỉ tiêu import,Mở chỉ tiêu import 
827,827,827,827,Bạn cần mở danh sách báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
828,828,828,828,Anh/chị hãy mở danh sách chỉ tiêu nhập,Mở chỉ tiêu import 
829,829,829,829,Xin hãy mở danh sách báo cáo chỉ tiêu import,Mở chỉ tiêu import 
830,830,830,830,Mở file về chỉ tiêu nhập,Mở chỉ tiêu import 
831,831,831,831,Vui lòng mở file về chỉ tiêu import,Mở chỉ tiêu import 
832,832,832,832,Bạn cần mở file báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
833,833,833,833,Anh/chị hãy mở file chỉ tiêu nhập,Mở chỉ tiêu import 
834,834,834,834,Xin hãy mở file báo cáo chỉ tiêu import,Mở chỉ tiêu import 
835,835,835,835,Mở thông tin về chỉ tiêu nhập,Mở chỉ tiêu import 
836,836,836,836,Vui lòng mở thông tin về chỉ tiêu import,Mở chỉ tiêu import 
837,837,837,837,Bạn cần mở thông tin báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
838,838,838,838,Anh/chị hãy mở thông tin chỉ tiêu nhập,Mở chỉ tiêu import 
839,839,839,839,Xin hãy mở thông tin báo cáo chỉ tiêu import,Mở chỉ tiêu import 
840,840,840,840,Mở biểu đồ về chỉ tiêu nhập,Mở chỉ tiêu import 
841,841,841,841,Vui lòng mở biểu đồ về chỉ tiêu import,Mở chỉ tiêu import 
842,842,842,842,Bạn cần mở biểu đồ báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
843,843,843,843,Anh/chị hãy mở biểu đồ chỉ tiêu nhập,Mở chỉ tiêu import 
844,844,844,844,Xin hãy mở biểu đồ báo cáo chỉ tiêu import,Mở chỉ tiêu import 
845,845,845,845,Mở kết quả về chỉ tiêu nhập,Mở chỉ tiêu import 
846,846,846,846,Vui lòng mở kết quả về chỉ tiêu import,Mở chỉ tiêu import 
847,847,847,847,Bạn cần mở kết quả báo cáo chỉ tiêu nhập,Mở chỉ tiêu import 
848,848,848,848,Anh/chị hãy mở kết quả chỉ tiêu nhập,Mở chỉ tiêu import 
849,849,849,849,Xin hãy mở kết quả báo cáo chỉ tiêu import,Mở chỉ tiêu import 
850,850,850,850,Hãy mở công thức chỉ tiêu ngay,Mở công thức chỉ tiêu 
851,851,851,851,Hãy mở công thức chỉ tiêu lên rồi,Mở công thức chỉ tiêu 
852,852,852,852,Xem công thức chỉ tiêu nào,Mở công thức chỉ tiêu 
853,853,853,853,Hãy mở báo cáo công thức chỉ tiêu cho tôi,Mở công thức chỉ tiêu 
854,854,854,854,Hãy xem báo cáo công thức chỉ tiêu kế toán,Mở công thức chỉ tiêu 
855,855,855,855,Báo cáo công thức chỉ tiêu ở đâu vậy,Mở công thức chỉ tiêu 
856,856,856,856,Mở ngay công thức chỉ tiêu kế toán,Mở công thức chỉ tiêu 
857,857,857,857,Hãy mở công thức chỉ tiêu chuẩn trong hệ thống,Mở công thức chỉ tiêu 
858,858,858,858,Hãy xem công thức chỉ tiêu kế hoạch,Mở công thức chỉ tiêu 
859,859,859,859,Hãy mở công thức chỉ tiêu đánh giá,Mở công thức chỉ tiêu 
860,860,860,860,Trình lên công thức chỉ tiêu kế hoạch,Mở công thức chỉ tiêu 
861,861,861,861,Cung cấp báo cáo công thức chỉ tiêu,Mở công thức chỉ tiêu 
862,862,862,862,Vui lòng mở công thức chỉ tiêu kết quả,Mở công thức chỉ tiêu 
863,863,863,863,Hôm nay bạn mở công thức chỉ tiêu gì,Mở công thức chỉ tiêu 
864,864,864,864,Có công thức chỉ tiêu gì mới không?,Mở công thức chỉ tiêu 
865,865,865,865,Hãy xem công thức chỉ tiêu cuối cùng,Mở công thức chỉ tiêu 
866,866,866,866,Mở công thức chỉ tiêu theo tiêu chí nào,Mở công thức chỉ tiêu 
867,867,867,867,Mở báo cáo công thức chỉ tiêu theo thời gian,Mở công thức chỉ tiêu 
868,868,868,868,Có báo cáo công thức chỉ tiêu nào không?,Mở công thức chỉ tiêu 
869,869,869,869,Mở công thức chỉ tiêu dự án,Mở công thức chỉ tiêu 
870,870,870,870,Xem công thức chỉ tiêu kế hoạch tài chính,Mở công thức chỉ tiêu 
871,871,871,871,Hãy mở báo cáo công thức chỉ tiêu sản xuất,Mở công thức chỉ tiêu 
872,872,872,872,Báo cáo công thức chỉ tiêu đâu rồi?,Mở công thức chỉ tiêu 
873,873,873,873,Mở công thức chỉ tiêu tiết kiệm năng lượng,Mở công thức chỉ tiêu 
874,874,874,874,Xem công thức chỉ tiêu chuẩn hàng hóa,Mở công thức chỉ tiêu 
875,875,875,875,Hãy mở công thức chỉ tiêu mục tiêu,Mở công thức chỉ tiêu 
876,876,876,876,Hãy xem công thức chỉ tiêu thiết lập,Mở công thức chỉ tiêu 
877,877,877,877,Hãy mở công thức chỉ tiêu nhân viên,Mở công thức chỉ tiêu 
878,878,878,878,Hãy mở công thức chỉ tiêu hoạt động,Mở công thức chỉ tiêu 
879,879,879,879,Cung cấp báo cáo công thức chỉ tiêu tiếp theo,Mở công thức chỉ tiêu 
880,880,880,880,Vui lòng xem công thức chỉ tiêu suất ăn,Mở công thức chỉ tiêu 
881,881,881,881,Hãy mở công thức chỉ tiêu điểm bán hàng,Mở công thức chỉ tiêu 
882,882,882,882,Hãy xem công thức chỉ tiêu tiến độ,Mở công thức chỉ tiêu 
883,883,883,883,Hãy mở báo cáo công thức chỉ tiêu lương,Mở công thức chỉ tiêu 
884,884,884,884,Báo cáo công thức chỉ tiêu nhân lực ở đâu,Mở công thức chỉ tiêu 
885,885,885,885,Mở công thức chỉ tiêu khí hậu,Mở công thức chỉ tiêu 
886,886,886,886,Hãy xem công thức chỉ tiêu kỹ thuật,Mở công thức chỉ tiêu 
887,887,887,887,Hãy mở công thức chỉ tiêu quản lý chất lượng,Mở công thức chỉ tiêu 
888,888,888,888,Mở báo cáo công thức chỉ tiêu phân tích,Mở công thức chỉ tiêu 
889,889,889,889,Hãy xem công thức chỉ tiêu năng lượng,Mở công thức chỉ tiêu 
890,890,890,890,Hãy mở công thức chỉ tiêu quản lý rủi ro,Mở công thức chỉ tiêu 
891,891,891,891,Xem công thức chỉ tiêu an toàn lao động,Mở công thức chỉ tiêu 
892,892,892,892,Hãy mở báo cáo công thức chỉ tiêu thuế,Mở công thức chỉ tiêu 
893,893,893,893,Báo cáo công thức chỉ tiêu muốn xem là báo cáo nào,Mở công thức chỉ tiêu 
894,894,894,894,Mở công thức chỉ tiêu marketing,Mở công thức chỉ tiêu 
895,895,895,895,Xem công thức chỉ tiêu vận hành máy móc,Mở công thức chỉ tiêu 
896,896,896,896,Hãy mở công thức chỉ tiêu quá trình sản xuất,Mở công thức chỉ tiêu 
897,897,897,897,Hãy xem công thức chỉ tiêu phân bổ nguồn lực,Mở công thức chỉ tiêu 
898,898,898,898,Hãy mở báo cáo công thức chỉ tiêu khách hàng,Mở công thức chỉ tiêu 
899,899,899,899,Mở công thức chỉ tiêu truyền thông,Mở công thức chỉ tiêu 
900,900,900,900,Mở kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
901,901,901,901,Xem báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
902,902,902,902,Hiển thị kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
903,903,903,903,Tạo báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
904,904,904,904,Đưa ra báo cáo thành tích liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
905,905,905,905,Chỉ định hiển thị kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
906,906,906,906,Yêu cầu mở báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
907,907,907,907,In ra báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
908,908,908,908,Tạo báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
909,909,909,909,Hiển thị báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
910,910,910,910,Đưa ra kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
911,911,911,911,Chuyển đến báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
912,912,912,912,Yêu cầu xem kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
913,913,913,913,Mở màn hình hiển thị kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
914,914,914,914,Truy cập kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
915,915,915,915,Chọn xem báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
916,916,916,916,Yêu cầu hiển thị kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
917,917,917,917,Xuất báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
918,918,918,918,Thực hiện việc mở kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
919,919,919,919,Yêu cầu tạo báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
920,920,920,920,In báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
921,921,921,921,Mở kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
922,922,922,922,Xem bảng kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
923,923,923,923,Truy vấn kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
924,924,924,924,Chọn báo cáo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
925,925,925,925,Yêu cầu in kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
926,926,926,926,Đưa ra kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
927,927,927,927,Mở mục kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
928,928,928,928,Xem báo cáo thành tích liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
929,929,929,929,Hiển thị kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
930,930,930,930,In báo cáo thành tích liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
931,931,931,931,Đưa ra báo cáo thành tích liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
932,932,932,932,Chỉ định hiển thị kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
933,933,933,933,Yêu cầu mở mục kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
934,934,934,934,In ra báo cáo thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
935,935,935,935,Tạo kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
936,936,936,936,Hiển thị mục kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
937,937,937,937,Đưa ra kết quả liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
938,938,938,938,Chuyển đến báo cáo thành tích liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
939,939,939,939,Yêu cầu xem kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
940,940,940,940,Mở màn hình hiển thị kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
941,941,941,941,Truy cập kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
942,942,942,942,Chọn xem báo cáo thành tích liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
943,943,943,943,Yêu cầu hiển thị kết quả thống kê liên ngành tháng trước,Mở kết quả liên ngành (tháng n-1)
